Title,Auction Name,Lot,Auction type,Center,Make,Model,Variant,Reg,Start Time,Start Date,D.O.R,Fuel Type,Body Type,Transmission,Colour,Year,Keys,VAT Status,V5,CAP Clean,CAP Average,CAP Below,CC,Mileage,Inspection Report,Images
2012 BMW 3 SERIES,Default,"
                            626",Online Auction,Swansea Motor Auctions,BMW,3 SERIES,320d [184] ES 5dr,LC12YCY,18:00,10/12/2025,03/06/2012,Diesel,Estate,MANUAL,RED,2012,,Margin,Here,Login to see this,Login to see this,Login to see this,2.0,103026,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2098.pdf,
2012 FORD C-MAX,Default,"
                            631",Online Auction,Swansea Motor Auctions,FORD,C-MAX,1.6 TDCi Titanium 5dr,CK12BYT,18:00,10/12/2025,30/04/2012,Diesel,MPV,MANUAL,RED,2012,,Margin,Here,Login to see this,Login to see this,Login to see this,1.6,92536,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2100.pdf,
2017 MAZDA 6,Default,"
                            64",Online Auction,Swansea Motor Auctions,MAZDA,6,2.2d [175] Sport Nav 5dr,VO67FJU,18:00,10/12/2025,30/09/2017,Diesel,Estate,MANUAL,RED,2017,,Margin,Here,Login to see this,Login to see this,Login to see this,2.2,46114,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1986.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1986/images/1764925377_xe1Pte.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1986/images/1764925383_o0wyu7.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1986/images/1764925392_9Gfh5X.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1986/images/1764925401_5RFGtW.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1986/images/1764925416_n7gtKc.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1986/images/1764925398_UYtcYl.jpg"
2015 MERCEDES-BENZ C CLASS,Default,"
                            651",Online Auction,Swansea Motor Auctions,MERCEDES-BENZ,C CLASS,C220d Sport 5dr Auto,RF65ZTZ,18:00,10/12/2025,08/12/2015,Diesel,Estate,AUTOMATIC,BLACK,2015,,Margin,Here,Login to see this,Login to see this,Login to see this,2.1,90928,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1816.pdf,
2020 NISSAN JUKE,Default,"
                            65",Online Auction,Swansea Motor Auctions,NISSAN,JUKE,1.0 DiG-T Tekna 5dr,CU70ULH,18:00,10/12/2025,04/09/2020,Petrol,Hatchback,MANUAL,SILVER,2020,3,Margin,Here,Login to see this,Login to see this,Login to see this,1.0,42673,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1646.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1646/images/1763028773_73EMMa.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1646/images/1763028779_NSyXKz.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1646/images/1763028801_BSFGdB.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1646/images/1763028827_KQCRUi.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1646/images/1763028893_ur3dTj.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1646/images/1763028902_lQAOkw.jpg"
2018 VOLKSWAGEN TIGUAN,Default,"
                            661",Online Auction,Swansea Motor Auctions,VOLKSWAGEN,TIGUAN,2.0 TDi 150 4Motion SEL 5dr DSG,DC68ASZ,18:00,10/12/2025,31/12/2018,Diesel,Estate,SEMI AUTO,BLACK,2018,,Margin,Here,Login to see this,Login to see this,Login to see this,2.0,89061,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2107.pdf,
2013 MAZDA 6,Default,"
                            662",Online Auction,Swansea Motor Auctions,MAZDA,6,2.2d [175] Sport Nav 5dr,FX13RZH,18:00,10/12/2025,02/03/2013,Diesel,Estate,MANUAL,BLUE,2013,,Margin,Here,Login to see this,Login to see this,Login to see this,2.2,97043,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2108.pdf,
2013 TOYOTA YARIS,Default,"
                            663",Online Auction,Swansea Motor Auctions,TOYOTA,YARIS,1.33 VVT-i TR 5dr,CU13HGY,18:00,10/12/2025,01/03/2013,Petrol,Hatchback,MANUAL,SILVER,2013,,Margin,Here,Login to see this,Login to see this,Login to see this,1.3,68973,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2109.pdf,
2019 JAGUAR E-PACE,Default,"
                            664",Online Auction,Swansea Motor Auctions,JAGUAR,E-PACE,2.0d R-Dynamic 5dr 2WD,CP19RYO,18:00,10/12/2025,29/03/2019,Diesel,Estate,MANUAL,WHITE,2019,,Margin,Here,Login to see this,Login to see this,Login to see this,2.0,71207,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2110.pdf,
2022 FIAT 500,Default,"
                            665",Online Auction,Swansea Motor Auctions,FIAT,500,1.0 Mild Hybrid Dolcevita [Part Leather] 3dr,CU72HKL,18:00,10/12/2025,31/12/2022,Petrol,Hatchback,MANUAL,RED,2022,,Margin,Here,Login to see this,Login to see this,Login to see this,1.0,9492,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2111.pdf,
2014 FORD FIESTA,Default,"
                            666",Online Auction,Swansea Motor Auctions,FORD,FIESTA,1.6 TDCi Zetec ECOnetic 5dr,WP14GKN,18:00,10/12/2025,18/06/2014,Diesel,Hatchback,MANUAL,WHITE,2014,,Margin,Here,Login to see this,Login to see this,Login to see this,1.6,61676,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2112.pdf,
2019 FORD KUGA,Default,"
                            667",Online Auction,Swansea Motor Auctions,FORD,KUGA,1.5 TDCi ST-Line 5dr 2WD,CX19DZT,18:00,10/12/2025,14/03/2019,Diesel,Hatchback,MANUAL,BLACK,2019,,Margin,Here,Login to see this,Login to see this,Login to see this,1.5,60054,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2113.pdf,
2012 CITROEN C3 PICASSO,Default,"
                            668",Online Auction,Swansea Motor Auctions,CITROEN,C3 PICASSO,1.6 HDi 8V VTR+ 5dr,CK62YYR,18:00,10/12/2025,31/12/2012,Diesel,MPV,MANUAL,WHITE,2012,,Margin,Here,Login to see this,Login to see this,Login to see this,1.6,71787,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2114.pdf,
2013 PEUGEOT 107,Default,"
                            669",Online Auction,Swansea Motor Auctions,PEUGEOT,107,1.0 Access 3dr,CP13OKH,18:00,10/12/2025,27/03/2013,Petrol,Hatchback,MANUAL,BLACK,2013,,Margin,Here,Login to see this,Login to see this,Login to see this,1.0,80490,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2115.pdf,
2017 FORD FIESTA,Default,"
                            66",Online Auction,Swansea Motor Auctions,FORD,FIESTA,1.5 TDCi Zetec 5dr,CN17SXW,18:00,10/12/2025,18/03/2017,Diesel,Hatchback,MANUAL,SILVER,2017,1,Margin,Here,Login to see this,Login to see this,Login to see this,1.5,64274,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2000.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2000/images/1764925508_oZ5W2P.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2000/images/1764925514_gxIkEZ.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2000/images/1764925519_vSejEX.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2000/images/1764925531_HuaDZp.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2000/images/1764925534_IoMiFO.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2000/images/1764925524_fLYAYV.jpg"
2015 VAUXHALL ADAM,Default,"
                            670",Online Auction,Swansea Motor Auctions,VAUXHALL,ADAM,1.4i Jam 3dr,CE15ODC,18:00,10/12/2025,20/03/2015,Petrol,Hatchback,MANUAL,BLACK,2015,,Margin,Buyer To Apply,Login to see this,Login to see this,Login to see this,1.4,68302,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2116.pdf,
2014 PEUGEOT 2008,Default,"
                            671",Online Auction,Swansea Motor Auctions,PEUGEOT,2008,1.6 e-HDi Active 5dr EGC,EJ14CZH,18:00,10/12/2025,07/07/2014,Diesel,Hatchback,SEMI AUTO,GREY,2014,,Margin,Here,Login to see this,Login to see this,Login to see this,1.6,56916,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2117.pdf,
2010 HYUNDAI SANTA FE,Default,"
                            672",Online Auction,Swansea Motor Auctions,HYUNDAI,SANTA FE,2.2 CRDi Style 5dr Auto [7 Seats],CE10VUL,18:00,10/12/2025,11/03/2010,Diesel,Estate,AUTOMATIC,BLACK,2010,,Margin,Here,Login to see this,Login to see this,Login to see this,2.2,119567,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2118.pdf,
2006 VAUXHALL ASTRA,Default,"
                            67",Online Auction,Swansea Motor Auctions,VAUXHALL,ASTRA,1.8i 16V Life 5dr Auto [AC],CP06YTS,18:00,10/12/2025,09/08/2006,Petrol,Hatchback,AUTOMATIC,RED,2006,2,Margin,Here,Login to see this,Login to see this,Login to see this,1.8,58994,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1999.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1999/images/1764925540_Y9IMZ2.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1999/images/1764925543_5Sjnuv.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1999/images/1764925547_xez17k.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1999/images/1764925554_H5P1AY.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1999/images/1764925557_eBCTyr.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1999/images/1764925551_NHeESJ.jpg"
2012 VOLKSWAGEN GOLF,Default,"
                            680",Online Auction,Swansea Motor Auctions,VOLKSWAGEN,GOLF,1.4 TSI GT 2dr,MW61WCY,18:00,10/12/2025,30/01/2012,Petrol,Convertible,MANUAL,WHITE,2012,1,Margin,Here,Login to see this,Login to see this,Login to see this,1.4,48344,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2085.pdf,
2011 VOLKSWAGEN POLO,Default,"
                            681",Online Auction,Swansea Motor Auctions,VOLKSWAGEN,POLO,1.2 70 SE 5dr,AJ60NNL,18:00,10/12/2025,28/01/2011,Petrol,Hatchback,MANUAL,GREY,2011,2,Margin,Here,Login to see this,Login to see this,Login to see this,1.2,79998,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2087.pdf,
2008 FORD FIESTA,Default,"
                            688",Online Auction,Swansea Motor Auctions,FORD,FIESTA,1.6 TDCi Zetec S 3dr,CK58UJP,18:00,10/12/2025,03/12/2008,Diesel,Hatchback,MANUAL,BLACK,2008,,Margin,Here,Login to see this,Login to see this,Login to see this,1.6,118643,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2010.pdf,
2014 TOYOTA AURIS,Default,"
                            68",Online Auction,Swansea Motor Auctions,TOYOTA,AURIS,1.6 V-Matic Icon+ 5dr,CE14WTC,18:00,10/12/2025,28/06/2014,Petrol,Hatchback,MANUAL,WHITE,2014,1,Margin,Here,Login to see this,Login to see this,Login to see this,1.6,42381,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1998.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1998/images/1764925635_KaDoTc.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1998/images/1764925638_o5P4Uj.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1998/images/1764925642_PuOkgq.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1998/images/1764925653_Hnu5Xv.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1998/images/1764925650_vTirqw.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1998/images/1764925646_N3cy3w.jpg"
2019 TOYOTA AYGO,Default,"
                            690",Online Auction,Swansea Motor Auctions,TOYOTA,AYGO,1.0 VVT-i X-Play 5dr,CK19UFG,18:00,10/12/2025,27/03/2019,Petrol,Hatchback,MANUAL,SILVER,2019,2,Margin,Here,Login to see this,Login to see this,Login to see this,1.0,76359,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2095.pdf,
2015 VAUXHALL MOKKA,Default,"
                            691",Online Auction,Swansea Motor Auctions,VAUXHALL,MOKKA,1.4T SE 5dr 4WD,DU15WND,18:00,10/12/2025,23/03/2015,Petrol,Hatchback,MANUAL,RED,2015,1,Margin,Here,Login to see this,Login to see this,Login to see this,1.4,96684,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2097.pdf,
2016 RENAULT KADJAR,Default,"
                            698",Online Auction,Swansea Motor Auctions,RENAULT,KADJAR,1.5 dCi Dynamique Nav 5dr,NG16RFO,18:00,10/12/2025,31/07/2016,Diesel,Hatchback,MANUAL,GREY,2016,2,Margin,Here,Login to see this,Login to see this,Login to see this,1.5,135676,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2099.pdf,
2014 FIAT PUNTO,Default,"
                            69",Online Auction,Swansea Motor Auctions,FIAT,PUNTO,1.4 Jet Black II 3dr,HV14KHR,18:00,10/12/2025,16/04/2014,Petrol,Hatchback,MANUAL,BLACK,2014,,Margin,Here,Login to see this,Login to see this,Login to see this,1.4,79172,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1944.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1944/images/1764754165_gowQjh.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1944/images/1764754171_GkLDgn.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1944/images/1764754300_rmWDfG.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1944/images/1764754306_Yi0XcD.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1944/images/1764754312_qP8NOC.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1944/images/1764754316_2htqHc.jpg"
2014 TOYOTA AYGO,Default,"
                            70",Online Auction,Swansea Motor Auctions,TOYOTA,AYGO,1.0 VVT-i Mode 5dr [AC],VK14AHA,18:00,10/12/2025,29/03/2014,Petrol,Hatchback,MANUAL,WHITE,2014,,Margin,Here,Login to see this,Login to see this,Login to see this,1.0,69164,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1989.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1989/images/1764843881_ZSda0O.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1989/images/1764843890_pduq1M.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1989/images/1764843903_Su0UAA.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1989/images/1764843924_fkCrh8.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1989/images/1764843942_Txqi7Z.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1989/images/1764843954_BnEvCY.jpg"
2015 NISSAN NOTE,Default,"
                            71",Online Auction,Swansea Motor Auctions,NISSAN,NOTE,1.2 Acenta 5dr,CA64LCJ,18:00,10/12/2025,15/01/2015,Petrol,MPV,MANUAL,BLACK,2015,,Margin,Here,Login to see this,Login to see this,Login to see this,1.2,106752,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2012.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2012/images/1764925807_SwAN5Z.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2012/images/1764925814_nxt0EY.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2012/images/1764925819_qzGGb4.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2012/images/1764925831_0MFdA1.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2012/images/1764925836_ysr5X4.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2012/images/1764925825_nBTxJ6.jpg"
2020 MINI HATCHBACK,Default,"
                            76",Online Auction,Swansea Motor Auctions,MINI,HATCHBACK,1.5 Cooper Exclusive II 5dr,YF20SZJ,18:00,10/12/2025,13/07/2020,Petrol,Hatchback,MANUAL,BLUE/BLACK,2020,2,Margin,Here,Login to see this,Login to see this,Login to see this,1.5,75465,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1990.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1990/images/1764839324_IUWlmX.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1990/images/1764839330_I5EkZ2.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1990/images/1764839341_cwgct2.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1990/images/1764839375_S3xmqC.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1990/images/1764839416_v3wBr8.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1990/images/1764839425_8BfTOx.jpg"
