Title,Auction Name,Lot,Auction type,Center,Make,Model,Variant,Reg,Start Time,Start Date,D.O.R,Fuel Type,Body Type,Transmission,Colour,Year,Keys,VAT Status,V5,CAP Clean,CAP Average,CAP Below,CC,Mileage,Inspection Report,Images
2015 AUDI A3,Default,"
                            227",Online Auction,Swansea Motor Auctions,AUDI,A3,1.6 TDI 110 S Line 3dr,BB65BEX,18:00,10/12/2025,22/10/2015,Diesel,Hatchback,MANUAL,WHITE,2015,2,Margin,Here,Login to see this,Login to see this,Login to see this,1.6,136333,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2051.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2051/images/1765268262_E3AswG.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2051/images/1765268272_JFZuOH.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2051/images/1765268282_WpAZIR.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2051/images/1765268306_i1MB6J.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2051/images/1765268369_asBIwo.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2051/images/1765268386_1kjFkU.jpg"
2022 SUZUKI S-CROSS,Default,"
                            228",Online Auction,Swansea Motor Auctions,SUZUKI,S-CROSS,1.4 Boosterjet 48V Hybrid Ultra ALLGRIP 5dr,KN72OHO,18:00,10/12/2025,27/10/2022,Hybrid Electric,Hatchback,MANUAL,WHITE,2022,,VAT Qualifying,Here,Login to see this,Login to see this,Login to see this,1.4,124176,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2076.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2076/images/1765277737_soNJHG.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2076/images/1765277748_1ii7CO.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2076/images/1765277766_SJhHbY.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2076/images/1765277796_FM3yMR.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2076/images/1765277866_p5O9y4.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2076/images/1765277874_vbiy8n.jpg"
2018 KIA SPORTAGE,Default,"
                            268",Online Auction,Swansea Motor Auctions,KIA,SPORTAGE,1.6T GDi GT-Line 5dr,CA18VDJ,18:00,10/12/2025,28/06/2018,Petrol,Estate,MANUAL,RED,2018,1,Margin,Here,Login to see this,Login to see this,Login to see this,1.6,53763,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2030.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2030/images/1765185634_O9NOPg.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2030/images/1765185662_PnOSbD.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2030/images/1765185670_1VmOaY.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2030/images/1765185691_rNWmAI.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2030/images/1765185770_QzOQoR.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2030/images/1765185786_Ln90yf.jpg"
2014 VAUXHALL CORSA,Default,"
                            270",Online Auction,Swansea Motor Auctions,VAUXHALL,CORSA,1.4 SXi 5dr [AC],BP14EEV,18:00,10/12/2025,30/06/2014,Petrol,Hatchback,MANUAL,SILVER,2014,2,Margin,Here,Login to see this,Login to see this,Login to see this,1.4,55182,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2029.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2029/images/1765187751_es6GzV.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2029/images/1765187759_Uy8lLD.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2029/images/1765187770_Zkp34f.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2029/images/1765187806_CRBbny.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2029/images/1765187954_SGiQZB.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2029/images/1765187962_eKpxDo.jpg"
2015 VAUXHALL MOKKA,Default,"
                            272",Online Auction,Swansea Motor Auctions,VAUXHALL,MOKKA,1.6 CDTi ecoFLEX Exclusiv 5dr,EJ65MVG,18:00,10/12/2025,25/11/2015,Diesel,Hatchback,MANUAL,BLACK,2015,,Margin,Here,Login to see this,Login to see this,Login to see this,1.6,111098,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1858.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1858/images/1764258515_hlfbUx.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1858/images/1764258530_dyZLdr.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1858/images/1764258551_OD2MsA.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1858/images/1764258655_5Zn5UM.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1858/images/1764258663_ygI4EA.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1858/images/1764258674_JlKUxF.jpg"
2017 MERCEDES-BENZ CLA,Default,"
                            287",Online Auction,Swansea Motor Auctions,MERCEDES-BENZ,CLA,CLA 180 Sport 5dr Tip Auto,LO67HMU,18:00,10/12/2025,18/12/2017,Petrol,Estate,AUTOMATIC,WHITE,2017,,Margin,Buyer To Apply,Login to see this,Login to see this,Login to see this,1.6,122766,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1960.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1960/images/1764685707_dGTdZX.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1960/images/1764685716_dFWEA6.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1960/images/1764685729_WsOIQS.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1960/images/1764685769_U8hwh3.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1960/images/1764685804_IPr1FE.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1960/images/1764685812_BHu3Tv.jpg"
2015 BMW 1 SERIES,Default,"
                            288",Online Auction,Swansea Motor Auctions,BMW,1 SERIES,116d Sport 5dr,YH15VKG,18:00,10/12/2025,29/04/2015,Diesel,Hatchback,MANUAL,WHITE,2015,,Margin,Here,Login to see this,Login to see this,Login to see this,1.5,62474,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1950.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1950/images/1764686216_Xk0hb7.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1950/images/1764686223_LErwpT.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1950/images/1764686234_agzaGP.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1950/images/1764686259_r3pUz5.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1950/images/1764686280_4yWByF.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1950/images/1764686297_wFI3Tx.jpg"
2016 HYUNDAI TUCSON PREM B-DRIVE 2WD C 114BHP - 1685cc,Default,"
                            289",Online Auction,Swansea Motor Auctions,HYUNDAI,TUCSON PREM B-DRIVE 2WD C 114BHP - 1685cc,,YX16VUV,18:00,10/12/2025,24/03/2016,Diesel,Estate,MANUAL,Grey,2016,2,Margin,Here,Login to see this,Login to see this,Login to see this,,108509,https://www.smva.co.uk/motorvehicleinspectionreport/standard/76.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/76/1764767371_JwdnT2.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/76/1764767371_zTR8dR.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/76/1764767371_fQB7yq.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/76/1764767371_p9aOzs.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/76/1764767371_9tVwUz.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/76/1764767371_tltBp6.jpg"
2012 FORD KA,Default,"
                            291",Online Auction,Swansea Motor Auctions,FORD,KA,1.2 Edge 3dr [Start Stop],HV62TXS,18:00,10/12/2025,28/09/2012,Petrol,Hatchback,MANUAL,RED,2012,,Margin,Here,Login to see this,Login to see this,Login to see this,1.2,65373,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1512.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1512/1762947119_2ZaPRs.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1512/images/1762354755_qonqc2.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1512/images/1762354763_Osfn9N.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1512/images/1762354835_Eklmnr.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1512/images/1762354778_4k9vtO.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1512/images/1762354844_GzEYPp.jpg"
2014 BMW 1 SERIES,Default,"
                            292",Online Auction,Swansea Motor Auctions,BMW,1 SERIES,116d M Sport 5dr,YJ14ZTD,18:00,10/12/2025,01/03/2014,Diesel,Hatchback,MANUAL,WHITE,2014,2,Margin,Here,Login to see this,Login to see this,Login to see this,2.0,81958,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1980.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1980/1764767512_thy3oC.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1980/1764767512_E2a2o8.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1980/1764767512_2jofri.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1980/1764767512_ahEr9i.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1980/1764767512_h2A9GQ.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1980/1764767512_bQ16Cx.jpg"
2018 PEUGEOT 208,Default,"
                            294",Online Auction,Swansea Motor Auctions,PEUGEOT,208,1.2 PureTech 110 GT Line 5dr [6 Speed],CE68TSU,18:00,10/12/2025,30/09/2018,Petrol,Hatchback,MANUAL,RED,2018,2,Margin,Here,Login to see this,Login to see this,Login to see this,1.2,52185,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1981.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1981/1764767568_Ews3fv.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1981/1764767568_7VMc09.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1981/1764767568_GxNLuU.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1981/1764767568_6xCL2P.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1981/1764767568_ALLTkN.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1981/1764767568_BqJwKu.jpg"
2019 MERCEDES-BENZ CLA,Default,"
                            297",Online Auction,Swansea Motor Auctions,MERCEDES-BENZ,CLA,CLA 220 AMG Line Night Edition 4Matic 5dr Tip Auto,WD68TBY,18:00,10/12/2025,31/01/2019,Petrol,Estate,AUTOMATIC,BLACK,2019,2,Margin,Here,Login to see this,Login to see this,Login to see this,2.0,30750,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1996.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1996/images/1764778728_f1GRLX.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1996/images/1764778735_WUdC1p.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1996/images/1764778746_LtRNjs.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1996/images/1764778767_wDSD8O.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1996/images/1764778790_QUze8I.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1996/images/1764778799_Hb423J.jpg"
2019 MG MG ZS,Default,"
                            298",Online Auction,Swansea Motor Auctions,MG,MG ZS,LIMITED EDITION,CE69UCY,18:00,10/12/2025,20/09/2019,Petrol,Hatchback,MANUAL,WHITE,2019,2,Margin,Here,Login to see this,Login to see this,Login to see this,1.5,111035,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1511.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1511/1762947365_98g4Vv.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1511/images/1762356160_gPqCe1.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1511/images/1762356168_NDrHdI.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1511/images/1762356252_GPUghb.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1511/images/1762356238_66rG0Y.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1511/images/1762356261_ZHH9Dd.jpg"
2019 MERCEDES-BENZ C CLASS,Default,"
                            299",Online Auction,Swansea Motor Auctions,MERCEDES-BENZ,C CLASS,C220d Sport Premium Plus 4dr 9G-Tronic,KV19JUZ,18:00,10/12/2025,11/07/2019,Diesel,Saloon,AUTOMATIC,BLACK,2019,,Margin,Here,Login to see this,Login to see this,Login to see this,1.9,84595,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1997.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1997/images/1764778967_9hAZkL.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1997/images/1764778984_GQaqSu.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1997/images/1764778998_LeQOD2.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1997/images/1764779024_DO3GUk.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1997/images/1764779047_oLRinz.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1997/images/1764779060_rqLiyg.jpg"
2012 VOLKSWAGEN TRANSPORTER,Default,"
                            2",Online Auction,Swansea Motor Auctions,VOLKSWAGEN,TRANSPORTER,T28 TDI P/V,DG62CFY,18:00,10/12/2025,01/10/2012,Diesel,Panel Van,MANUAL,WHITE,2012,1,Margin,Here,Login to see this,Login to see this,Login to see this,2.0,174792,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2016.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2016/images/1764925607_e8lqJt.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2016/images/1764925610_k5WyHT.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2016/images/1764925614_9XRgMe.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2016/images/1764925616_JoNarc.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2016/images/1764925628_0m1qMN.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2016/images/1764925631_H572Qp.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2016/images/1764925625_QtqOzK.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2016/images/1764925620_Ldu18L.jpg"
2015 SUZUKI VITARA,Default,"
                            301",Online Auction,Swansea Motor Auctions,SUZUKI,VITARA,1.6 DDiS SZ5 ALLGRIP [Urban Pack] 5dr,CU65TNE,18:00,10/12/2025,01/09/2015,Diesel,Hatchback,MANUAL,TURQUOISE/BLACK,2015,,Margin,Here,Login to see this,Login to see this,Login to see this,1.6,92363,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1866.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1866/images/1764582603_FCgybj.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1866/images/1764582610_ImVHC3.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1866/images/1764582639_9dHdqf.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1866/images/1764582655_AEHQ3t.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1866/images/1764582665_ltcoE1.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1866/images/1764582675_FJR7kt.jpg"
2015 VAUXHALL CORSA,Default,"
                            302",Online Auction,Swansea Motor Auctions,VAUXHALL,CORSA,1.4 ecoFLEX SRi 3dr,FG15JUU,18:00,10/12/2025,11/05/2015,Petrol,Hatchback,MANUAL,WHITE,2015,,Margin,Here,Login to see this,Login to see this,Login to see this,1.4,59326,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2041.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2041/images/1765194125_0CC6l0.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2041/images/1765194131_CfK0Ck.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2041/images/1765194140_wbC2Ua.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2041/images/1765194201_vFg86X.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2041/images/1765194255_unNLES.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2041/images/1765194265_Q7ZH4w.jpg"
2017 FORD FIESTA,Default,"
                            303",Online Auction,Swansea Motor Auctions,FORD,FIESTA,1.0 EcoBoost Zetec 5dr,CP66MWO,18:00,10/12/2025,28/01/2017,Petrol,Hatchback,MANUAL,GREY,2017,2,Margin,Buyer To Apply,Login to see this,Login to see this,Login to see this,1.0,50666,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1890.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1890/images/1764587803_2CfOfm.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1890/images/1764587821_EKImSp.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1890/images/1764587835_mECyuV.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1890/images/1764587853_xynUiY.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1890/images/1764587867_trtHAp.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1890/images/1764587877_sRo8vo.jpg"
2021 CITROEN C4,Default,"
                            304",Online Auction,Swansea Motor Auctions,CITROEN,C4,1.2 PureTech [130] Sense Plus 5dr,CK71ORJ,18:00,10/12/2025,27/09/2021,Petrol,Hatchback,MANUAL,GREY,2021,,Margin,Here,Login to see this,Login to see this,Login to see this,1.2,48422,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1923.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1923/images/1764588029_hj0NZR.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1923/images/1764588062_92814V.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1923/images/1764588077_S493rA.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1923/images/1764588094_b5Z4hn.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1923/images/1764588152_QMnc8d.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1923/images/1764588161_i6jB8M.jpg"
2015 FIAT 500L,Default,"
                            305",Online Auction,Swansea Motor Auctions,FIAT,500L,1.6 Multijet Beats Edition 5dr,CP65BFL,18:00,10/12/2025,16/11/2015,Diesel,MPV,MANUAL,BLACK/GREY,2015,2,Margin,Buyer To Apply,Login to see this,Login to see this,Login to see this,1.6,149169,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2062.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2062/images/1765208195_d0w60h.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2062/images/1765208203_ooZwcr.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2062/images/1765208214_G9YQAt.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2062/images/1765208232_TpMdz3.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2062/images/1765208306_0SFBa0.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2062/images/1765208318_ENNreB.jpg"
2021 NISSAN QASHQAI,Default,"
                            306",Online Auction,Swansea Motor Auctions,NISSAN,QASHQAI,1.3 DiG-T N-Connecta 5dr [Glass Roof Pack],CA70VJV,18:00,10/12/2025,27/01/2021,Petrol,Hatchback,MANUAL,BLUE,2021,2,Margin,Here,Login to see this,Login to see this,Login to see this,1.3,23222,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1218.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1218/images/1761144802_LRzUcQ.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1218/images/1761144810_eOoBww.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1218/images/1761144819_z2ao8u.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1218/images/1761144842_pngx1J.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1218/images/1761144892_UjfdGx.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1218/images/1761144901_dJ6YqW.jpg"
2017 MITSUBISHI ASX,Default,"
                            307",Online Auction,Swansea Motor Auctions,MITSUBISHI,ASX,1.6 3 5dr,CE67YKN,18:00,10/12/2025,09/10/2017,Diesel,Hatchback,MANUAL,BLACK,2017,,Margin,Here,Login to see this,Login to see this,Login to see this,1.6,90520,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1982.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1982/images/1764839781_ZLfthE.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1982/images/1764839788_yAaY3M.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1982/images/1764839802_moWVzi.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1982/images/1764839822_cf0Wff.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1982/images/1764839837_ifEZhH.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1982/images/1764839847_kOSBh3.jpg"
2017 PEUGEOT 3008,Default,"
                            309",Online Auction,Swansea Motor Auctions,PEUGEOT,3008,1.2 PureTech GT Line 5dr,GY17RNU,18:00,10/12/2025,11/05/2017,Petrol,Hatchback,MANUAL,WHITE,2017,2,Margin,Here,Login to see this,Login to see this,Login to see this,1.2,81814,https://www.smva.co.uk/motorvehicleinspectionreport/standard/1964.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1964/images/1764768719_vqmqYd.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1964/images/1764768730_8dzHtc.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1964/images/1764768741_ydS3bE.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1964/images/1764768763_wionZY.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1964/images/1764768867_SR3zWL.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/1964/images/1764768871_WOJW5r.jpg"
2017 KIA VENGA,Default,"
                            310",Online Auction,Swansea Motor Auctions,KIA,VENGA,1.4 ISG 2 5dr,CV67XVX,18:00,10/12/2025,01/12/2017,Petrol,Hatchback,MANUAL,SILVER,2017,2,Margin,Here,Login to see this,Login to see this,Login to see this,1.4,123794,https://www.smva.co.uk/motorvehicleinspectionreport/standard/2043.pdf,"https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2043/images/1765201060_PTbHud.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2043/images/1765201074_iuAq99.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2043/images/1765201084_7JOOtm.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2043/images/1765201098_WZPWba.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2043/images/1765201167_dikvPF.jpg,https://swansea-buckets-s3-public.s3.eu-west-1.amazonaws.com/motorvehicle/2043/images/1765201176_cz56JS.jpg"
