Reg,VIN,Auction type,Center,Hall Name,Auction Name,Title,Make,Model,CC,Start Date,Start Time,Derivative,Body Type,Mileage Warranted,Mileage,Year,Plate,CAP Clean,Grade,Mechanical Grade,Date Of Grading,Images,Inspection Report,Other Report,Other Report Name,lot Id,Lot,Colour,Non Runner,Fuel Type,Transmission,Doors,Former Keepers,V5 Status,V5,Service History Type,VAT Status,Service History Present,Vehicle Type,Equipment,Last Service,Last service mileage,Service history,No of services,Service through main dealers,Service Notes,Additional information,Keys,DVSA mileage,MOT Expiry Date,Declarations,Major Damage,Owned By Police,Used As Taxi,Reregistered,Change Of Registration,Modified Vehicle,Salvaged Vehicle,CAP Average,CAP New,CAP Retail,CAP Below,Vehicle base price when new,Total price when new,Description and prize,Sheet id,Auction House
BN08 BVE,SB1ED56L90E074582,Online Only,Blackbushe,,UKCGR Budget,TOYOTA AVENSIS 2.0 D-4D TR Estate,TOYOTA,AVENSIS,2.0,2026-01-27,09:00:00,D-4D TR,Estate,Yes,128463,2008,2008 (08 reg),820,5,C,2026-01-26T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674231619, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674231627, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674231633, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674231642, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674231649, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674231660, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674231673, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674231685, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674231698, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674231707",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=BN08 BVE-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=BN08 BVE-GB,mechanicalreporturl,0,U024BB,SILVER,False,Diesel,Manual Transmission,5,2,True,Present,Invoice/Receipt,VAT Margin,True,Car,"Navigation DVD, Climate Control, Temporary Spare Wheel, 17"" Alloy Wheels",2025-02-11T00:00:00Z,121426,Invoice/Receipt,11,0,,"[{'cO2': '149 g/km', 'nox': '0.200 g/km'}, ['Key Condition - Remote Inoperative']]",3,"32k 2011-03-30T10:39:16Z, 49k 2012-03-12T09:28:08Z, 55k 2012-10-18T15:27:29Z, 55k 2013-02-14T16:27:24Z, 65k 2014-01-22T14:22:24Z, 75k 2015-01-20T13:53:51Z, 78k 2016-01-27T14:36:39Z, 83k 2017-02-09T15:50:29Z, 87k 2018-02-01T13:50:52Z, 89k 2019-02-04T13:55:01Z, 93k 2020-02-06T09:31:41Z, 95k 2021-01-20T14:02:33Z, 99k 2022-01-28T15:05:24Z, 106k 2023-02-13T09:34:48Z, 113k 2024-02-07T17:13:34Z, 121k 2025-02-11T09:46:32Z",2026-02-13T00:00:00Z,,False,False,False,False,False,False,False,420,"19,330","1,825",150,,,na,,BCA
KP55 HKT,WDC2030462R213163,Online Only,Blackbushe,,UKCGR Budget,MERCEDES-BENZ C180 1.8 K CLASSIC SE Saloon,MERCEDES-BENZ,C180,1.8,2026-01-27,09:00:00,K CLASSIC SE,Saloon,Yes,104699,2005,2005 (55 reg),940,3,C,2026-01-26T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674030546, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674030549, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674030553, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674030556, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674030559, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674030563, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674030568, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674030574, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674030579, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674030583",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=KP55 HKT-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=KP55 HKT-GB,mechanicalreporturl,0,U025BB,BLUE,False,Petrol,Auto/Manual Mode,4,4,True,Present,Invoice/Receipt,VAT Margin,True,Car,"Climate Control, Parking Sensor(s), Alloy Wheels, Temporary Spare Wheel",2024-05-30T00:00:00Z,98000,Invoice/Receipt,12,1,,"[{'cO2': '193 g/km', 'nox': '0.011 g/km'}, 'na']",1,"17k 2008-12-03T15:19:51Z, 24k 2009-11-24T10:26:29Z, 33k 2010-09-16T16:50:13Z, 36k 2011-09-10T10:47:43Z, 41k 2012-09-08T10:05:26Z, 45k 2013-09-12T11:53:48Z, 51k 2014-09-09T09:29:00Z, 56k 2015-09-08T13:30:13Z, 60k 2016-09-12T11:24:38Z, 67k 2017-09-08T08:09:23Z, 72k 2018-09-10T07:57:35Z, 76k 2019-08-21T07:36:25Z, 81k 2020-08-24T07:19:45Z, 85k 2021-08-21T07:45:10Z, 88k 2022-09-26T14:45:14Z, 94k 2023-09-25T14:14:43Z, 102k 2024-10-02T12:27:17Z",2025-10-01T00:00:00Z,changeOfRegistration,False,False,False,False,True,False,False,540,"23,022","2,095",240,,,na,,BCA
GL09 GXX,WF0PXXWPDP9R52897,Online Only,Bridgwater,,UKCGR Budget,FORD FOCUS 1.6 ZETEC Hatchback,FORD,FOCUS,1.6,2026-01-27,09:00:00,ZETEC,Hatchback,Yes,115029,2009,2009 (09 reg),790,5,A,2026-01-23T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673578462, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673578471, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673578484, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673578498, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673578508, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673578525, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673578549, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673578569, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673578587, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673578609",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=GL09 GXX-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=GL09 GXX-GB,mechanicalreporturl,0,U026BW,BLACK,False,Petrol,Manual Transmission,5,4,True,Present,Service Book,VAT Margin,True,Car,"Air Conditioning, Alloy Wheels, Steel Spare Wheel",2023-10-26T00:00:00Z,106340,Service Book,12,0,,"[{'cO2': '159 g/km', 'nox': '0.050 g/km'}, 'na']",2,"18k 2012-06-18T08:40:35Z, 22k 2013-07-08T10:24:56Z, 26k 2014-06-12T09:01:53Z, 30k 2015-03-09T17:47:30Z, 39k 2016-02-29T13:49:59Z, 53k 2017-03-06T12:56:31Z, 65k 2018-03-02T14:40:31Z, 77k 2019-04-24T14:41:19Z, 88k 2020-10-09T11:37:00Z, 94k 2021-10-18T14:45:05Z, 101k 2022-10-18T14:36:55Z, 106k 2023-10-26T13:39:58Z, 109k 2024-10-31T08:50:36Z, 113k 2025-10-28T12:43:29Z",2026-10-30T00:00:00Z,changeOfRegistration,False,False,False,False,True,False,False,390,"16,395","1,695",150,,,na,,BCA
NL62 UNF,SJNFEAJ10U2632678,Online Only,Bridgwater,,UKCGR Budget,NISSAN QASHQAI 1.6 DCI 130 N-TEC+ S/S Hatchback,NISSAN,QASHQAI,1.6,2026-01-27,09:00:00,DCI 130 N-TEC+ S/S,Hatchback,Yes,111651,2012,2012 (62 reg),1050,4,C,2026-01-24T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673878506, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673878514, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673878522, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673878531, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673878536, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673878550, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673878562, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673878574, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673878582, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673878594",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=NL62 UNF-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=NL62 UNF-GB,mechanicalreporturl,0,U027BW,WHITE,False,Diesel,Manual Transmission,5,5,True,Present,No,VAT Margin,False,Car,"Navigation SD Card, Climate Control, 18"" Alloy Wheels, Tyre Inflation Kit, Panoramic Roof",0001-01-01T00:00:00Z,0,,0,0,,"[{'cO2': '119 g/km', 'nox': '0.111 g/km'}, ['Paintwork - Faded']]",2,"28k 2015-10-21T14:17:03Z, 37k 2016-10-01T10:26:02Z, 46k 2017-10-17T08:32:52Z, 56k 2018-10-10T08:56:29Z, 56k 2019-01-18T14:54:18Z, 64k 2020-01-06T09:03:08Z, 69k 2021-01-15T08:59:15Z, 69k 2021-06-21T12:48:46Z, 76k 2022-06-22T13:20:35Z, 89k 2023-06-22T13:19:01Z, 102k 2024-07-01T11:08:29Z, 106k 2025-03-07T09:05:46Z",2026-03-06T00:00:00Z,changeOfRegistration,False,False,False,False,True,False,False,670,"23,090","2,475",280,,,na,,BCA
BN58 BHD,SAJAC061397R33408,Online Only,Bridgwater,,UKCGR Budget,JAGUAR XF 2.7 D PREMIUM LUXURY Saloon,JAGUAR,XF,2.7,2026-01-27,09:00:00,D PREMIUM LUXURY,Saloon,Yes,156759,2008,2008 (58 reg),790,4,A,2026-01-26T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674154047, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674154061, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674154084, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674154107, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674154121, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674154145, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674154158, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674154185, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674154204, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674154300",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=BN58 BHD-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=BN58 BHD-GB,mechanicalreporturl,0,U028BW,RED,False,Diesel,Automatic,4,4,True,Present,Service Book,VAT Margin,True,Car,"Navigation HDD, Parking Sensor(s), Leather Trim, Temporary Spare Wheel, 18"" Alloy Wheels",2022-04-21T00:00:00Z,124457,Service Book,13,0,,"[{'cO2': '199 g/km', 'nox': '0.199 g/km'}, 'na']",1,"27k 2011-09-01T11:40:12Z, 44k 2012-08-23T09:59:38Z, 61k 2013-08-22T13:01:40Z, 67k 2014-09-10T09:48:00Z, 71k 2015-07-29T17:59:10Z, 76k 2016-08-01T13:41:27Z, 86k 2017-07-26T10:24:45Z, 95k 2018-07-09T14:08:22Z, 98k 2019-07-24T15:53:14Z, 99k 2020-08-03T15:07:46Z, 109k 2021-07-09T09:54:40Z, 129k 2022-07-21T10:53:37Z, 140k 2023-07-19T13:17:03Z, 147k 2024-06-17T10:43:26Z, 155k 2025-05-19T11:15:16Z",2026-06-16T00:00:00Z,changeOfRegistration,False,False,False,False,True,False,False,520,"37,235","1,795",260,,,na,,BCA
GN51 ZJJ,WVWZZZ1JZ2P037748,Online Only,Bridgwater,,UKCGR Budget,VOLKSWAGEN GOLF 1.6 SE 16V (105) Hatchback,VOLKSWAGEN,GOLF,1.6,2026-01-27,09:00:00,SE 16V (105),Hatchback,Yes,89923,2001,2001 (51 reg),0,5,D,2026-01-26T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674197472, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674197479, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674197491, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674197500, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674197504, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674197512, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674197523, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674197533, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674197544, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674197555",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=GN51 ZJJ-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=GN51 ZJJ-GB,mechanicalreporturl,0,U029BW,GREEN,False,Petrol,Manual Transmission,5,2,True,Present,Service Book,VAT Margin,True,Car,"Air Conditioning, Temporary Spare Wheel",2010-09-22T00:00:00Z,40836,Service Book,10,7,,"[{'cO2': '168 g/km', 'nox': '0.047 g/km'}, 'na']",2,"29k 2006-09-18T17:25:39Z, 31k 2007-08-30T17:48:00Z, 35k 2008-08-30T14:59:54Z, 38k 2009-08-29T11:09:19Z, 40k 2010-09-23T16:55:55Z, 42k 2011-09-20T16:53:24Z, 47k 2012-09-19T08:47:10Z, 52k 2013-09-16T12:01:59Z, 57k 2014-09-13T13:18:41Z, 59k 2015-09-19T16:03:21Z, 60k 2016-09-10T11:16:28Z, 64k 2017-09-19T15:01:24Z, 67k 2018-08-29T14:06:47Z, 69k 2019-08-27T15:44:40Z, 71k 2020-08-31T10:07:01Z, 73k 2021-09-21T13:18:50Z, 74k 2022-08-30T14:02:31Z, 78k 2023-08-24T14:15:25Z, 84k 2024-09-03T08:25:01Z, 87k 2025-08-26T12:05:19Z",2026-09-23T00:00:00Z,,False,False,False,False,False,False,False,,,,,,,na,,BCA
WJ57 VTN,SALFA27B08H068282,Online Only,Bridgwater,,UKCGR Budget,LAND ROVER FREELANDER 2 2.2 TD4 GS StationWagon,LAND ROVER,FREELANDER 2,2.2,2026-01-27,09:00:00,TD4 GS,StationWagon,Yes,170546,2007,2007 (57 reg),630,5,E,2026-01-23T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673515223, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673515234, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673515246, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673515256, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673515270, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673515289, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673515302, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673515329, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673515339, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673515353",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=WJ57 VTN-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=WJ57 VTN-GB,mechanicalreporturl,0,U030BW,BLACK,False,Diesel,Manual Transmission,5,3,True,Present,Invoice/Receipt,VAT Margin,True,Car,"Parking Sensor(s), Climate Control, Tyre Inflation Kit, Alloy Wheels, Privacy Glass",2019-07-09T00:00:00Z,133895,Invoice/Receipt,10,3,,"[{'cO2': '194 g/km', 'nox': '0.297 g/km'}, ['Door(s) - Inoperative - tailgate', 'Key Condition - Remote Inoperative']]",2,"60k 2010-11-10T10:42:21Z, 71k 2011-11-18T14:40:58Z, 85k 2012-11-15T13:15:42Z, 96k 2013-11-15T09:16:19Z, 106k 2014-11-17T12:54:52Z, 116k 2015-11-20T13:57:11Z, 121k 2016-06-16T08:46:24Z, 125k 2017-05-18T08:31:16Z, 128k 2018-06-13T14:53:07Z, 133k 2019-06-13T09:49:04Z, 141k 2020-09-22T10:42:12Z, 145k 2021-09-24T10:48:51Z, 149k 2022-09-22T07:34:49Z, 155k 2023-09-11T13:52:29Z, 162k 2024-09-09T12:56:19Z, 168k 2025-09-24T15:57:01Z",2026-09-23T00:00:00Z,changeOfRegistration,False,False,False,False,True,False,False,250,"23,205","1,375",150,,,na,,BCA
WU63 XDJ,MALBB51BLEM592147,Online Only,Bridgwater,,UKCGR Budget,HYUNDAI I20 1.2 ACTIVE Hatchback,HYUNDAI,I20,1.2,2026-01-27,09:00:00,ACTIVE,Hatchback,Yes,133149,2013,2013 (63 reg),1100,4,E,2026-01-22T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672890438, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672890453, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672890475, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672890492, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672890506, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672890518, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672890530, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672890547, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672890558, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672890576",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=WU63 XDJ-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=WU63 XDJ-GB,mechanicalreporturl,0,U031BW,SILVER,False,Petrol,Manual Transmission,5,2,True,Present,Service Book,VAT Margin,True,Car,"Air Conditioning, Alloy Wheels, Temporary Spare Wheel",2022-09-29T00:00:00Z,117719,Service Book,9,5,,"[{'cO2': '114 g/km', 'nox': '0.018 g/km'}, 'na']",2,"50k 2016-09-24T09:45:39Z, 66k 2017-09-16T10:30:37Z, 80k 2018-09-03T15:08:09Z, 90k 2019-09-16T14:52:08Z, 99k 2020-09-02T16:33:19Z, 110k 2021-09-13T09:59:29Z, 117k 2022-09-10T11:05:34Z, 125k 2023-08-31T16:44:09Z, 128k 2024-09-23T12:16:18Z, 132k 2025-09-17T10:57:47Z",2026-09-29T00:00:00Z,,False,False,False,False,False,False,False,690,"11,640","2,250",290,,,na,,BCA
FT10 VXY,WMWSR32060T023274,Online Only,Brighouse,,UKCGR Budget,MINI ONE 1.6  Hatchback,MINI,ONE,1.6,2026-01-27,09:00:00,,Hatchback,Yes,112220,2010,2010 (10 reg),830,3,,2026-01-21T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672614368, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672614375, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672614389, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672614399, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672614407, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672614421, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672614439, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672614456, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672614471, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672614490",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=FT10 VXY-GB,na,na,0,U032BH,WHITE,False,Petrol,Manual Transmission,3,4,True,Present,Invoice/Receipt,VAT Margin,True,Car,"Air Conditioning, Alloy Wheels, Tyre Inflation Kit",2023-12-14T00:00:00Z,106766,Invoice/Receipt,9,1,,"[{'cO2': '127 g/km', 'nox': '0.015 g/km'}, ['Sold Without - RAC REPORT', 'OIL Pressure Light ON']]",2,"29k 2013-07-05T12:17:13Z, 47k 2014-07-22T11:52:06Z, 60k 2015-07-15T14:15:36Z, 74k 2016-07-14T11:32:48Z, 86k 2017-07-13T11:17:48Z, 91k 2018-07-11T15:27:28Z, 97k 2019-07-19T08:52:52Z, 101k 2021-01-20T16:04:50Z, 103k 2022-01-10T13:26:30Z, 105k 2023-01-23T15:43:48Z, 107k 2024-04-02T13:31:17Z, 111k 2025-08-08T09:44:07Z",2026-08-07T00:00:00Z,,False,False,False,False,False,False,False,430,"13,065","2,095",150,,,na,,BCA
FY07 YFN,WDB2037082A959546,Online Only,Brighouse,,UKCGR Budget,MERCEDES-BENZ C220 2.1 CDI SE Coupe,MERCEDES-BENZ,C220,2.1,2026-01-27,09:00:00,CDI SE,Coupe,Yes,87069,2007,2007 (07 reg),960,5,A,2026-01-24T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673937328, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673937331, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673937336, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673937339, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673937344, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673937349, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673937355, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673937361, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673937371, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673937379",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=FY07 YFN-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=FY07 YFN-GB,mechanicalreporturl,0,U033BH,SILVER,False,Diesel,Auto/Manual Mode,3,4,True,Present,No,VAT Margin,False,Car,"Climate Control, Leather Trim, 17"" Alloy Wheels, Panoramic Roof",0001-01-01T00:00:00Z,0,,0,0,,"[{'cO2': '185 g/km', 'nox': '0.220 g/km'}, 'na']",2,"17k 2010-03-23T13:48:00Z, 21k 2011-03-28T11:33:32Z, 25k 2012-02-24T09:57:22Z, 30k 2013-02-22T14:44:11Z, 33k 2014-02-20T14:58:53Z, 34k 2015-02-05T14:23:33Z, 36k 2016-02-23T14:30:21Z, 43k 2017-02-17T13:33:07Z, 46k 2018-02-14T11:38:21Z, 49k 2019-02-14T11:28:41Z, 52k 2020-02-07T10:54:37Z, 53k 2021-02-16T13:06:58Z, 56k 2022-02-22T16:04:40Z, 61k 2023-01-27T09:34:34Z, 65k 2024-03-25T13:04:14Z, 77k 2025-03-25T15:12:10Z",2026-03-24T00:00:00Z,,False,False,False,False,False,False,False,540,"22,767","2,275",250,,,na,,BCA
CV60 FJO,WMWSU32090TY95477,Online Only,Bristol,,UKCGR Budget,MINI COOPER 1.6 122 GRAPHITE Hatchback,MINI,COOPER,1.6,2026-01-27,09:00:00,122 GRAPHITE,Hatchback,Yes,104197,2010,2010 (60 reg),1075,3,E,2026-01-25T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674020749, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674020750, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674020759, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674020763, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674020773, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674020785, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674020792, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674020797, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674020806, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674020812",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=CV60 FJO-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=CV60 FJO-GB,mechanicalreporturl,0,U034BR,GREY,False,Petrol,Manual Transmission,3,3,True,Present,Service Book,VAT Margin,True,Car,"Air Conditioning, Alloy Wheels, Tyre Inflation Kit",2016-06-21T00:00:00Z,41308,Service Book,5,5,,"[{'cO2': '127 g/km', 'nox': '0.024 g/km'}, ['Key Condition - Remote Inoperative']]",2,"17k 2013-08-12T11:31:17Z, 22k 2014-08-14T16:06:33Z, 23k 2014-12-12T14:52:50Z, 36k 2015-12-09T13:37:29Z, 50k 2017-05-29T11:12:45Z, 55k 2018-05-18T16:00:20Z, 61k 2019-05-20T12:12:07Z, 64k 2020-02-06T10:57:48Z, 65k 2021-01-29T13:55:29Z, 69k 2022-02-04T11:20:48Z, 75k 2023-01-27T17:08:39Z, 84k 2024-01-19T11:24:13Z, 94k 2025-01-31T12:10:01Z",2026-02-05T00:00:00Z,,False,False,False,False,False,False,False,680,"14,820","2,595",290,,,na,,BCA
GV59 TVM,WBAUK52070VM45387,Online Only,Bristol,,UKCGR Budget,BMW 116D 2.0 116 SE Hatchback,BMW,116D,2.0,2026-01-27,09:00:00,116 SE,Hatchback,Yes,113845,2009,2009 (59 reg),900,4,A,2026-01-26T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674304704, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674304716, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674304724, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674304728, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674304739, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674304749, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674304759, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674304771, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674304786, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674304800",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=GV59 TVM-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=GV59 TVM-GB,mechanicalreporturl,0,U035BR,SILVER,False,Diesel,Manual Transmission,3,4,True,Present,Service Book,VAT Margin,True,Car,"Climate Control, Parking Sensor(s), 17"" Alloy Wheels",2022-11-22T00:00:00Z,106427,Service Book,10,3,,"[{'cO2': '118 g/km', 'nox': '0.181 g/km'}, 'na']",2,"28k 2012-12-18T15:21:57Z, 36k 2013-11-05T17:46:05Z, 40k 2014-10-27T14:38:12Z, 48k 2015-10-26T12:49:27Z, 56k 2016-10-31T12:39:37Z, 61k 2017-10-20T08:57:38Z, 69k 2018-11-01T09:40:26Z, 87k 2019-11-04T12:52:39Z, 95k 2020-11-04T14:18:12Z, 100k 2021-10-19T09:39:56Z, 106k 2022-11-01T15:02:34Z, 107k 2023-10-16T09:23:49Z, 109k 2024-11-04T10:15:41Z, 111k 2025-10-09T09:52:43Z",2026-11-04T00:00:00Z,,False,False,False,False,False,False,False,500,"19,545","1,795",150,,,na,,BCA
