Reg,VIN,Auction type,Center,Hall Name,Auction Name,Title,Make,Model,CC,Start Date,Start Time,Derivative,Body Type,Mileage Warranted,Mileage,Year,Plate,CAP Clean,Grade,Mechanical Grade,Date Of Grading,Images,Inspection Report,Other Report,Other Report Name,lot Id,Lot,Colour,Non Runner,Fuel Type,Transmission,Doors,Former Keepers,V5 Status,V5,Service History Type,VAT Status,Service History Present,Vehicle Type,Equipment,Last Service,Last service mileage,Service history,No of services,Service through main dealers,Service Notes,Additional information,Keys,DVSA mileage,MOT Expiry Date,Declarations,Major Damage,Owned By Police,Used As Taxi,Reregistered,Change Of Registration,Modified Vehicle,Salvaged Vehicle,CAP Average,CAP New,CAP Retail,CAP Below,Vehicle base price when new,Total price when new,Description and prize,Sheet id,Auction House
BV58 ZNZ,JMZBK14Z501731934,Online Only,Crawley,,UKCGR Budget,MAZDA 3 1.6 TAKARA Hatchback,MAZDA,3,1.6,2026-01-27,09:00:00,TAKARA,Hatchback,Yes,112245,2008,2008 (58 reg),1250,5,A,2026-01-22T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672890135, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672890149, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672890172, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672890196, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672890218, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672890249, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672890279, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672890310, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672890330, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=672890356",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=BV58 ZNZ-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=BV58 ZNZ-GB,mechanicalreporturl,0,U050CR,BLUE,False,Petrol,Automatic,5,6,True,Present,Invoice/Receipt,VAT Margin,True,Car,"Climate Control, Alloy Wheels, Temporary Spare Wheel",2025-09-12T00:00:00Z,110983,Invoice/Receipt,5,1,,"[{'cO2': '183 g/km', 'nox': '0.019 g/km'}, 'na']",1,"17k 2011-08-22T09:54:49Z, 26k 2012-08-08T17:46:33Z, 39k 2014-04-30T12:48:01Z, 48k 2015-09-16T10:07:22Z, 53k 2016-09-14T13:07:41Z, 60k 2017-09-18T15:09:53Z, 73k 2018-09-12T14:11:30Z, 90k 2019-09-18T11:20:01Z, 93k 2020-09-15T13:50:06Z, 96k 2021-09-16T08:09:05Z, 99k 2022-09-20T13:37:12Z, 103k 2023-09-05T11:44:36Z, 107k 2024-09-03T10:51:42Z, 110k 2025-09-10T15:10:19Z",2026-09-19T00:00:00Z,changeOfRegistration,False,False,False,False,True,False,False,850,"14,370","2,550",450,,,na,,BCA
DA58 EGU,W0L0SDL6894114844,Online Only,Crawley,,UKCGR Budget,VAUXHALL CORSA 1.4 CLUB 16V Hatchback,VAUXHALL,CORSA,1.4,2026-01-27,09:00:00,CLUB 16V,Hatchback,Yes,101693,2009,2009 (58 reg),640,4,A,2026-01-23T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673531673, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673531684, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673531697, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673531707, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673531719, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673531750, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673531778, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673531809, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673531828, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=673531860",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=DA58 EGU-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=DA58 EGU-GB,mechanicalreporturl,0,U051CR,SILVER,False,Petrol,Automatic,5,5,True,Present,Service Book,VAT Margin,True,Car,"Air Conditioning, Steel Spare Wheel",2025-04-04T00:00:00Z,84150,Service Book,13,4,,"[{'cO2': '158 g/km', 'nox': '0.024 g/km'}, 'na']",1,"27k 2011-12-21T09:27:29Z, 34k 2013-03-07T15:13:38Z, 42k 2014-04-10T12:11:21Z, 44k 2015-03-31T08:37:03Z, 45k 2016-03-07T09:29:21Z, 49k 2017-03-14T11:05:02Z, 52k 2018-02-19T15:48:36Z, 55k 2019-02-18T17:43:09Z, 59k 2020-02-26T10:01:54Z, 59k 2021-02-24T09:49:25Z, 61k 2022-03-10T14:17:59Z, 68k 2023-04-18T12:04:26Z, 75k 2024-04-10T12:18:15Z, 83k 2025-04-04T13:02:31Z",2026-04-17T00:00:00Z,,False,False,False,False,False,False,False,270,"12,332","1,725",150,,,na,,BCA
HY58 DYN,4S4WXEKU57S009406,Online Only,Edinburgh,,UKCGR Budget,SUBARU B9 TRIBECA 3.0 SE5 StationWagon,SUBARU,B9 TRIBECA,3.0,2026-01-27,09:00:00,SE5,StationWagon,Yes,134790,2009,2009 (58 reg),0,4,D,2026-01-26T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674175097, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674175121, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674175139, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674175162, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674175181, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674175208, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674175230, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674175255, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674175285, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674175315",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=HY58 DYN-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=HY58 DYN-GB,mechanicalreporturl,0,U052ED,BLUE,False,Petrol,Automatic,5,9,True,Present,Service Book,VAT Margin,True,Car,"Climate Control, Leather Trim, 18"" Alloy Wheels, Sunroof",2019-09-14T00:00:00Z,93497,Service Book,8,4,,"[{'cO2': '291 g/km', 'nox': '0.028 g/km'}, 'na']",2,"17k 2012-01-13T14:14:59Z, 37k 2013-01-16T13:30:13Z, 65k 2014-06-24T14:31:25Z, 71k 2015-06-08T16:02:53Z, 75k 2016-06-13T12:41:16Z, 78k 2017-06-21T08:21:11Z, 86k 2018-10-31T08:58:10Z, 94k 2019-10-26T07:45:02Z, 100k 2020-10-24T09:10:42Z, 103k 2021-09-15T09:36:00Z, 107k 2022-08-22T17:29:12Z, 108k 2023-07-04T12:56:16Z, 117k 2024-07-09T15:02:18Z, 129k 2025-08-12T10:19:25Z",2026-08-11T00:00:00Z,changeOfRegistration,False,False,False,False,True,False,False,,,,,,,na,,BCA
LG60 SXO,WBAUY12080A926036,Online Only,Enfield,,UKCGR Budget,BMW 320D 2.0 184 SE BUSINESS ED.TOURING Estate,BMW,320D,2.0,2026-01-27,09:00:00,184 SE BUSINESS ED.TOURING,Estate,Yes,195040,2010,2010 (60 reg),1000,3,,2026-01-13T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=666513367, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=666513374, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=666513388, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=666513399, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=666513409, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=666513418, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=666513428, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=666513440",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=LG60 SXO-GB,na,na,0,U053EN,BLACK,False,Diesel,Manual Transmission,5,6,True,Present,Digital Service,VAT Margin,True,Car,"Parking Sensor(s), Climate Control, Leather Trim, 17"" Alloy Wheels",2014-03-26T00:00:00Z,36480,Digital Service,1,0,NO PHYSICAL COPY,"[{'cO2': '128 g/km', 'nox': '0.137 g/km'}, ['Service History - portal only', 'Sold Without - mechanical report', 'Key Condition - Remote Inoperative']]",1,"32k 2013-08-28T09:58:06Z, 41k 2014-08-29T10:16:21Z, 54k 2015-08-28T00:00:00Z, 69k 2016-08-23T13:44:34Z, 92k 2017-08-22T08:25:12Z, 116k 2018-08-30T10:27:15Z, 125k 2019-09-02T08:42:57Z, 138k 2020-09-02T08:56:43Z, 154k 2021-09-21T12:52:30Z, 165k 2022-09-15T08:25:48Z, 170k 2023-09-11T12:27:40Z, 177k 2024-09-02T09:48:16Z",2025-09-20T00:00:00Z,,False,False,False,False,False,False,False,600,"29,380","2,450",230,,,na,,BCA
PJ03 LXY,WDB2037402A447652,Online Only,Enfield,,UKCGR Budget,MERCEDES-BENZ C230 1.8 K SE Coupe,MERCEDES-BENZ,C230,1.8,2026-01-27,09:00:00,K SE,Coupe,Yes,95601,2003,2003 (03 reg),0,5,C,2026-01-19T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=671491393, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=671491407, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=671491415, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=671491428, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=671491436, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=671491457, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=671491481, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=671491501, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=671491518, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=671491537",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=PJ03 LXY-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=PJ03 LXY-GB,mechanicalreporturl,0,U054EN,RED,False,Petrol,Auto/Manual Mode,3,3,True,Present,Service Book,VAT Margin,True,Car,"Climate Control, Leather Trim, 17"" Alloy Wheels, Panoramic Roof",2024-04-18T00:00:00Z,78850,Service Book,12,2,,"[{'cO2': '221 g/km', 'nox': '0.012 g/km'}, 'na']",2,"12k 2006-04-11T12:54:56Z, 15k 2007-04-11T16:27:10Z, 19k 2008-04-10T09:45:11Z, 22k 2009-04-06T15:48:44Z, 24k 2010-03-30T15:51:34Z, 27k 2011-03-29T10:43:29Z, 29k 2012-02-28T16:04:24Z, 33k 2013-03-21T15:49:17Z, 35k 2014-02-06T16:22:55Z, 38k 2015-01-29T09:00:08Z, 41k 2016-04-07T08:05:52Z, 43k 2017-03-28T10:42:29Z, 45k 2018-03-28T09:57:18Z, 47k 2019-02-25T14:46:39Z, 49k 2020-02-24T10:57:51Z, 53k 2021-04-21T15:57:19Z, 62k 2022-04-26T10:40:41Z, 73k 2023-04-19T13:27:28Z, 78k 2024-04-18T11:38:49Z, 87k 2025-04-08T12:17:00Z",2026-04-25T00:00:00Z,changeOfRegistration,False,False,False,False,True,False,False,,,,,,,na,,BCA
GU11 XAM,W0LSD9EH5B4192106,Online Only,Enfield,,UKCGR Budget,VAUXHALL MERIVA 1.7 CDTI 16V 100 EXCLUSIV MPV,VAUXHALL,MERIVA,1.7,2026-01-27,09:00:00,CDTI 16V 100 EXCLUSIV,MPV,Yes,89057,2011,2011 (11 reg),1000,5,C,2026-01-26T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674160772, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674160776, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674160780, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674160786, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674160789, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674160800, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674160811, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674160825, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674160837, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674160849",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=GU11 XAM-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=GU11 XAM-GB,mechanicalreporturl,0,U055EN,GREY,False,Diesel,Automatic,5,4,True,Present,Service Book,VAT Margin,True,Car,"Parking Sensor(s), Air Conditioning, Alloy Wheels, Privacy Glass",2025-02-22T00:00:00Z,83889,Service Book,11,0,,"[{'cO2': '168 g/km', 'nox': '0.162 g/km'}, 'na']",2,"20k 2014-03-06T10:44:43Z, 26k 2015-03-06T10:51:48Z, 32k 2016-03-07T10:57:45Z, 39k 2017-03-07T11:20:53Z, 47k 2018-03-09T10:57:46Z, 56k 2019-03-07T11:10:41Z, 64k 2020-02-27T16:59:31Z, 67k 2021-03-02T11:06:49Z, 70k 2022-03-11T11:34:44Z, 75k 2023-03-08T11:21:34Z, 79k 2024-03-12T17:34:20Z, 84k 2025-03-11T11:56:52Z",2026-03-11T00:00:00Z,,False,False,False,False,False,False,False,620,"20,630","2,275",300,,,na,,BCA
KN11 CJU,WAUZZZ8T8BA065379,Online Only,Enfield,,UKCGR Budget,AUDI A5 SPORTBACK 2.0 TFSI 180 S LINE Hatchback,AUDI,A5 SPORTBACK,2.0,2026-01-27,09:00:00,TFSI 180 S LINE,Hatchback,Yes,203774,2011,2011 (11 reg),1025,5,B,2026-01-26T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674237636, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674237640, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674237645, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674237649, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674237653, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674237660, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674237670, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674237720, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674237733, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674237747",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=KN11 CJU-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=KN11 CJU-GB,mechanicalreporturl,0,U056EN,BLACK,False,Petrol,Manual Transmission,5,3,True,Present,Service Book,VAT Margin,True,Car,"Climate Control, Parking Sensor(s), 18"" Alloy Wheels",2024-11-17T00:00:00Z,185098,Service Book,10,0,,"[{'cO2': '152 g/km', 'nox': '0.053 g/km'}, 'na']",2,"68k 2014-04-05T16:38:28Z, 80k 2015-04-02T11:08:09Z, 93k 2016-04-18T10:19:34Z, 107k 2017-04-18T14:40:55Z, 117k 2018-04-16T09:05:16Z, 127k 2019-04-04T14:33:57Z, 143k 2020-10-31T15:57:33Z, 154k 2021-10-20T15:37:54Z, 169k 2022-10-27T07:40:49Z, 182k 2023-11-01T10:22:58Z, 193k 2024-10-07T13:48:25Z",2025-10-31T00:00:00Z,,False,False,False,False,False,False,False,770,"29,315","2,295",470,,,na,,BCA
YU05 UKD,WMWRE32020TG91795,Online Only,Enfield,,UKCGR Budget,MINI COOPER 1.6 S Hatchback,MINI,COOPER,1.6,2026-01-27,09:00:00,S,Hatchback,Yes,78771,2005,2005 (05 reg),0,2,A,2026-01-26T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674205469, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674205481, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674205491, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674205501, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674205511, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674205526, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674205541, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674205559, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674205572, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674205590",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=YU05 UKD-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=YU05 UKD-GB,mechanicalreporturl,0,U057EN,WHITE,False,Petrol,Automatic,3,8,True,Present,Invoice/Receipt,VAT Margin,True,Car,"Climate Control, Leather Trim, 17"" Alloy Wheels, Panoramic Roof",2024-04-19T00:00:00Z,76500,Invoice/Receipt,2,0,,"[{'cO2': '216 g/km', 'nox': '0.061 g/km'}, 'na']",2,"14k 2008-01-18T09:35:34Z, 20k 2009-01-13T09:26:29Z, 27k 2010-01-12T10:12:29Z, 34k 2011-01-12T15:58:32Z, 39k 2012-01-10T09:41:43Z, 44k 2013-01-08T14:42:00Z, 50k 2014-01-14T15:16:39Z, 55k 2015-01-29T09:44:57Z, 58k 2016-02-11T15:35:13Z, 62k 2017-02-18T12:17:24Z, 64k 2018-03-07T15:07:51Z, 66k 2019-03-28T10:16:05Z, 68k 2020-04-17T11:00:50Z, 70k 2021-04-13T13:38:07Z, 72k 2022-04-26T09:34:12Z, 75k 2023-04-19T12:34:18Z, 76k 2024-04-18T16:32:44Z, 78k 2025-04-28T10:02:31Z",2026-04-27T00:00:00Z,changeOfRegistration,False,False,False,False,True,False,False,,,,,,,na,,BCA
GY10 UAW,VF1JZ0YBE43470655,Online Only,Enfield,,UKCGR Budget,RENAULT GRAND SCENIC 2.0 DCI 150 PRIVILEGE TOM TOM 7S MPV,RENAULT,GRAND SCENIC,2.0,2026-01-27,09:00:00,DCI 150 PRIVILEGE TOM TOM 7S,MPV,Yes,114716,2010,2010 (10 reg),790,5,A,2026-01-26T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674302195, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674302202, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674302211, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674302215, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674302221, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674302231, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674302248, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674302265, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674302283, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674302301",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=GY10 UAW-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=GY10 UAW-GB,mechanicalreporturl,0,U058EN,GOLD,False,Diesel,Automatic,5,2,True,Present,Service Book,VAT Margin,True,Car,"Navigation System, Navigation SD Card, Climate Control, Parking Sensor(s), Half Leather Trim, 7 Seats, 17"" Alloy Wheels",2022-02-15T00:00:00Z,106192,Service Book,7,3,,"[{'cO2': '184 g/km', 'nox': '0.169 g/km'}, 'na']",2,"10k 2013-05-15T12:50:05Z, 21k 2014-05-14T09:12:48Z, 34k 2015-05-11T11:12:50Z, 44k 2016-05-09T14:19:31Z, 56k 2017-05-10T08:53:33Z, 69k 2018-05-09T08:47:46Z, 82k 2019-05-02T08:15:48Z, 92k 2020-11-24T09:01:34Z, 94k 2021-11-06T13:08:35Z, 102k 2022-11-22T09:18:16Z, 107k 2023-11-27T15:46:29Z, 110k 2024-11-12T09:50:34Z, 113k 2025-11-19T11:44:47Z",2026-11-26T00:00:00Z,changeOfRegistration,False,False,False,False,True,False,False,390,"24,837","1,775",150,,,na,,BCA
MA60 TXM,WDD2040492A489989,Online Only,Enfield,,UKCGR Budget,MERCEDES-BENZ C180 1.8 CGI B/E EXECUTIVE SE Saloon,MERCEDES-BENZ,C180,1.8,2026-01-27,09:00:00,CGI B/E EXECUTIVE SE,Saloon,Yes,156133,2010,2010 (60 reg),1175,4,A,2026-01-26T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674238158, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674238167, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674238174, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674238183, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674238195, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674238210, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674238219, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674238229, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674238242, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674238259",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=MA60 TXM-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=MA60 TXM-GB,mechanicalreporturl,0,U059EN,SILVER,False,Petrol,Auto/Manual Mode,4,4,True,Present,No,VAT Margin,False,Car,"Navigation System, Air Conditioning, Climate Control, Parking Sensor(s), Temporary Spare Wheel, Privacy Glass",0001-01-01T00:00:00Z,0,,0,0,,"[{'cO2': '165 g/km', 'nox': '0.040 g/km'}, ['Key Condition - Key Blade Missing']]",2,"38k 2014-05-29T16:01:31Z, 48k 2015-06-02T14:06:29Z, 56k 2016-06-15T11:14:35Z, 63k 2017-06-15T15:04:26Z, 70k 2018-05-31T16:39:47Z, 77k 2019-09-25T13:41:39Z, 82k 2020-10-03T15:38:28Z, 91k 2022-01-26T19:17:25Z, 93k 2023-01-24T10:31:12Z, 95k 2024-03-18T13:03:24Z, 96k 2025-03-27T16:06:00Z",2026-03-26T00:00:00Z,,False,False,False,False,False,False,False,770,"25,950","2,495",390,,,na,,BCA
AV57 MXS,WVWZZZ1KZ8W096689,Online Only,Enfield,,UKCGR Budget,VOLKSWAGEN GOLF 1.9 TDI 105 MATCH DSG Hatchback,VOLKSWAGEN,GOLF,1.9,2026-01-27,09:00:00,TDI 105 MATCH DSG,Hatchback,Yes,103693,2007,2007 (57 reg),1150,4,A,2026-01-26T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674310509, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674310520, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674310529, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674310537, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674310544, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674310559, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674310576, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674310598, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674310623, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674310645",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=AV57 MXS-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=AV57 MXS-GB,mechanicalreporturl,0,U060EN,BLACK,False,Diesel,Auto Clutch,5,2,True,Present,No,VAT Margin,False,Car,"Air Conditioning, Alloy Wheels",0001-01-01T00:00:00Z,0,,0,0,,"[{'cO2': '153 g/km', 'nox': '0.237 g/km'}, 'na']",1,"28k 2010-09-27T08:52:00Z, 30k 2011-10-07T12:25:40Z, 33k 2012-10-05T10:31:37Z, 37k 2013-10-04T14:58:08Z, 46k 2014-10-10T16:33:07Z, 53k 2015-10-09T12:05:26Z, 59k 2016-10-07T15:40:25Z, 65k 2017-10-09T12:45:52Z, 70k 2018-10-09T14:45:12Z, 75k 2019-10-04T16:26:22Z, 77k 2020-10-01T16:12:02Z, 81k 2021-10-05T15:54:08Z, 86k 2022-09-28T14:15:00Z, 90k 2023-09-21T13:12:14Z, 96k 2024-09-30T11:02:56Z, 102k 2025-09-29T15:44:38Z",2026-10-10T00:00:00Z,,False,False,False,False,False,False,False,760,"17,362","2,175",370,,,na,,BCA
SM57 YXH,SJNFAAE11U1216890,Online Only,Glasgow - East,,UKCGR Budget,NISSAN NOTE 1.4 ACENTA R Hatchback,NISSAN,NOTE,1.4,2026-01-27,09:00:00,ACENTA R,Hatchback,Incorrect,109157,2007,2007 (57 reg),640,5,A,2026-01-24T00:00:00Z,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674148291, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674148293, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674148296, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674148299, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674148304, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674148311, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674148320, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674148328, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674148337, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=674148344",https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=SM57 YXH-GB,https://www1.bcaimage.com/Document?DocType=SpecificationSheet&Reg=SM57 YXH-GB,mechanicalreporturl,0,U061GE,RED,False,Petrol,Manual Transmission,5,6,True,Present,Service Book,VAT Margin,True,Car,"Air Conditioning, Alloy Wheels, Temporary Spare Wheel, Privacy Glass",2023-02-17T00:00:00Z,91486,Service Book,15,1,,"[{'cO2': '150 g/km', 'nox': '0.019 g/km'}, ['DVSA Discrepancy']]",1,"21k 2010-11-23T10:16:46Z, 27k 2011-11-09T12:00:55Z, 31k 2012-11-30T17:48:33Z, 41k 2013-11-19T16:58:07Z, 47k 2014-11-25T15:48:38Z, 51k 2016-01-12T13:26:17Z, 37k 2016-12-29T09:18:44Z, 65k 2018-01-06T10:12:13Z, 69k 2019-01-10T19:18:34Z, 74k 2020-01-04T12:21:11Z, 78k 2021-01-07T14:21:46Z, 82k 2022-01-28T13:38:11Z, 91k 2023-01-24T08:44:09Z, 100k 2024-01-31T11:21:42Z, 104k 2025-01-07T13:23:17Z",2026-01-30T00:00:00Z,changeOfRegistration,False,False,False,False,True,False,False,240,"11,675","1,650",150,,,na,,BCA
