Auction Name,Sheet id,Auction House,Title,Reg,Make,Model,Variant,Lot,Body type,Fuel Type,Transmission,Center,Start Date,Start Time,D.O.R,Year,Mileage,Mileage Warranted,V5,MOT Expiry Date,Service History,VAT Status,Vendor,Former Keepers,CC,Service Notes,Inspection Report,Images,Damaged_images,Damage_details,Additional Information,Colour,Keys,CAP Clean,CAP Below,CAP Average,Features,General Condition,Grade,Doors,Seats,MOT Due,Euro Status,No of services,Last service mileage,Tyres Condition,End Date,End Time,Auction Type,Non Runner,Bidding History,Last Bid
Seized Vehicle Auction,20,Wilsons Auctions,Vauxhall Zafira Tourer Exclusiv Cdti,ST64SVU,Vauxhall,Zafira Tourer,Tourer Exclusiv Cdti,52,Mpv,Diesel,Manual,Wilsons Auctions Gateshead,2026-01-21,12:00,16/12/2014,2014,,Not Warranted,Here,,No,Margin,REPOSSESSION NO RESERVE,,2.0,,,"https://assets.wilsonsauctions.com///lots_1768387661-image.jpg_4460539/320x231.webp,https://assets.wilsonsauctions.com///lots_1768387668-image.jpg_4211250/320x231.webp,https://assets.wilsonsauctions.com///lots_1768387677-image.jpg_4143477/320x231.webp,https://assets.wilsonsauctions.com///lots_1768387684-image.jpg_4069785/320x231.webp,https://assets.wilsonsauctions.com///lots_1768387690-image.jpg_3869802/320x231.webp,https://assets.wilsonsauctions.com///lots_1768387721-image.jpg_2258014/320x231.webp,https://assets.wilsonsauctions.com///lots_1768387726-image.jpg_3819566/320x231.webp,https://assets.wilsonsauctions.com///lots_1768387769-image.jpg_3756878/320x231.webp,https://assets.wilsonsauctions.com///lots_1768387797-image.jpg_4067398/320x231.webp",,,,Black,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[100],100
Seized Vehicle Auction,20,Wilsons Auctions,Ford Transit 85 T300m FWD,VK09XNV,Ford,Transit 85,85 T300m FWD,16,Panel van,Diesel,Manual,Wilsons Auctions West Bromwich,2026-01-21,12:00,06/08/2009,2009,,Not Warranted,,,No,Standard Rate,REPOSSESSION NO RESERVE,,2.2,,,"https://assets.wilsonsauctions.com///lots_1768830403-1768830392814779528677685167513.jpg_3737831/320x231.webp,https://assets.wilsonsauctions.com///lots_1768830423-17688304016475433881444186128567.jpg_3580352/320x231.webp,https://assets.wilsonsauctions.com///lots_1768830438-17688304214563671239236714027830.jpg_3633717/320x231.webp,https://assets.wilsonsauctions.com///lots_1768830451-17688304349184547850965272478615.jpg_4178198/320x231.webp,https://assets.wilsonsauctions.com///lots_1768830461-17688304541407540267678537421911.jpg_1908899/320x231.webp,https://assets.wilsonsauctions.com///lots_1768830476-17688304625313611885527604226808.jpg_2383522/320x231.webp,https://assets.wilsonsauctions.com///lots_1768830487-17688304761837376445665784718462.jpg_3724858/320x231.webp,https://assets.wilsonsauctions.com///lots_1768830493-17688304860923760290212168700875.jpg_3991697/320x231.webp",,,,White,Not present,―,,―,,,,,,,,,,,2026-01-22,12:00,Timed Auction,No,[190],190
Seized Vehicle Auction,20,Wilsons Auctions,Vauxhall Corsa SXI,SJ08HPV,Vauxhall,Corsa SXI,SXI,51,Hatchback,Petrol,Manual,Wilsons Auctions Gateshead,2026-01-21,12:00,21/06/2008,2008,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.4,,,"https://assets.wilsonsauctions.com///lots_1768913029-image.jpg_3895768/320x231.webp,https://assets.wilsonsauctions.com///lots_1768913036-image.jpg_4086728/320x231.webp,https://assets.wilsonsauctions.com///lots_1768913044-image.jpg_4081593/320x231.webp,https://assets.wilsonsauctions.com///lots_1768913048-image.jpg_3582408/320x231.webp,https://assets.wilsonsauctions.com///lots_1768913052-image.jpg_3931447/320x231.webp,https://assets.wilsonsauctions.com///lots_1768913077-image.jpg_2312623/320x231.webp,https://assets.wilsonsauctions.com///lots_1768913088-image.jpg_4110567/320x231.webp,https://assets.wilsonsauctions.com///lots_1768913111-image.jpg_4561478/320x231.webp",,,,Black,Not present,―,,―,,,,3,,,,,,,2026-01-22,12:00,Timed Auction,No,[0],0
Seized Vehicle Auction,20,Wilsons Auctions,PGO T-Rex 125,VX10AEP,PGO,T-Rex 125,125,65,Scooter,Petrol,Tiptronic,Wilsons Auctions Stoke,2026-01-21,12:00,20/04/2010,2010,,Not Warranted,Here,,No,Margin,REPOSSESSION NO RESERVE,,0.1,,,"https://assets.wilsonsauctions.com///lots_20250609_122625.jpg_1036591/320x231.webp,https://assets.wilsonsauctions.com///lots_20250609_122634.jpg_1038954/320x231.webp,https://assets.wilsonsauctions.com///lots_20250609_122641.jpg_1081025/320x231.webp,https://assets.wilsonsauctions.com///lots_20250609_122647.jpg_1037274/320x231.webp,https://assets.wilsonsauctions.com///lots_20250609_122656.jpg_1030657/320x231.webp,https://assets.wilsonsauctions.com///lots_20250609_122704.jpg_1038008/320x231.webp,https://assets.wilsonsauctions.com///lots_20250609_122726.jpg_1088273/320x231.webp",,,,White and red,Not present,―,,―,,,,,,,,,,,2026-01-22,12:00,Timed Auction,No,[0],0
Seized Vehicle Auction,20,Wilsons Auctions,Mini Cooper,WF07RVW,Mini,Cooper,,115,Hatchback,Petrol,Manual,Wilsons Auctions Newport,2026-01-21,12:00,02/04/2007,2007,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.6,,,"https://assets.wilsonsauctions.com///lots_asset-258116%2F17684712218482132402424676860776.jpg_4347156/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258116%2F17684712306328863128071494016535.jpg_4400411/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258116%2F17684712401157670252280179940118.jpg_3599053/320x231.webp",,,,Silver,Not present,―,,―,,,,3,,,,,,,2026-01-22,12:00,Timed Auction,No,[100],100
Seized Vehicle Auction,20,Wilsons Auctions,Renault Kangoo Expression DCI 80,WL05HWN,Renault,Kangoo Expression,Expression DCI 80,30,Mpv,Diesel,Manual,Wilsons Auctions Leigh,2026-01-21,12:00,15/07/2005,2005,,Not Warranted,,23-04-2026,No,Margin,REPOSSESSION NO RESERVE,,1.5,,,"https://assets.wilsonsauctions.com///lots_1768905296-PICT0034.jpg_1941339/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905297-PICT0035.jpg_2079931/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905298-PICT0036.jpg_1388439/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905299-PICT0037.jpg_1975169/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905300-PICT0038.jpg_1472775/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905301-PICT0039.jpg_1365262/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905303-PICT0040.jpg_2179683/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905304-PICT0041.jpg_1676763/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905304-PICT0042.jpg_632314/320x231.webp",,,,Grey,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[100],100
Seized Vehicle Auction,20,Wilsons Auctions,Volvo C30 SE D Auto,WL59EDK,Volvo,C30 SE,SE D Auto,127,Hatchback,Diesel,Automatic,Wilsons Auctions Newport,2026-01-21,12:00,30/10/2009,2009,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,2.0,,,"https://assets.wilsonsauctions.com///lots_asset-248036%2F17673516890641357754523478415278.jpg_5000449/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248036%2F17673516958523481373120609363914.jpg_6003287/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248036%2F17673517026441952865295038395295.jpg_3915963/320x231.webp",,,,Blue,Not present,―,,―,,,,3,,,,,,,2026-01-22,12:00,Timed Auction,No,[100],100
Seized Vehicle Auction,20,Wilsons Auctions,Honda Jazz SE,WN08HZS,Honda,Jazz SE,SE,48,Hatchback,Petrol,Manual,Wilsons Auctions Gateshead,2026-01-21,12:00,17/04/2008,2008,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.3,,,"https://assets.wilsonsauctions.com///lots_1768903269-image.jpg_4087146/320x231.webp,https://assets.wilsonsauctions.com///lots_1768903275-image.jpg_4322835/320x231.webp,https://assets.wilsonsauctions.com///lots_1768903296-image.jpg_4104398/320x231.webp,https://assets.wilsonsauctions.com///lots_1768903319-image.jpg_4088300/320x231.webp,https://assets.wilsonsauctions.com///lots_1768903326-image.jpg_3552731/320x231.webp,https://assets.wilsonsauctions.com///lots_1768903352-image.jpg_1613981/320x231.webp,https://assets.wilsonsauctions.com///lots_1768903365-image.jpg_4198017/320x231.webp,https://assets.wilsonsauctions.com///lots_1768903379-image.jpg_3616237/320x231.webp,https://assets.wilsonsauctions.com///lots_1768903408-image.jpg_3499893/320x231.webp",,,,Silver,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[100],100
Seized Vehicle Auction,20,Wilsons Auctions,Citroen C4 Grand Picasso Vtr+ HDI S-A,WN11ZVP,Citroen,C4 Grand,Grand Picasso Vtr+ HDI S-A,133,Mpv,Diesel,Semi Automatic,Wilsons Auctions Newport,2026-01-21,12:00,03/05/2011,2011,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.6,,,"https://assets.wilsonsauctions.com///lots_asset-238159%2F17653743417904814853257738012464.jpg_4867085/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-238159%2F17653743502253736291135970569226.jpg_4419055/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-238159%2F17653743564591445956606216265794.jpg_5244167/320x231.webp",,,,Black,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[100],100
Seized Vehicle Auction,20,Wilsons Auctions,Fiat 500 Sport RHD,WN58OWY,Fiat,500 Sport,Sport RHD,18,Hatchback,Petrol,Manual,Wilsons Auctions West Bromwich,2026-01-21,12:00,30/09/2008,2008,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.4,,,"https://assets.wilsonsauctions.com///lots_1768831631-17688316229091901278146116978306.jpg_3133415/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831642-17688316305591757876187044669038.jpg_3943622/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831659-17688316406512954062848521479718.jpg_3494389/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831675-17688316616812273239234538287385.jpg_2910094/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831716-17688317079916831363841199846212.jpg_2798236/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831808-1768831715738983004120207791436.jpg_2074807/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831816-17688318072264683794250839230532.jpg_2277820/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831824-17688318182955059624977984851145.jpg_3215549/320x231.webp",,,,Blue,Not present,―,,―,,,,3,,,,,,,2026-01-22,12:00,Timed Auction,No,[190],190
Seized Vehicle Auction,20,Wilsons Auctions,Ford KA Zetec Climate,WR07OGX,Ford,KA Zetec,Zetec Climate,143,Hatchback,Petrol,Manual,Wilsons Auctions Newport,2026-01-21,12:00,25/05/2007,2007,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.3,,,"https://assets.wilsonsauctions.com///lots_asset-262770%2F17690048992851353185084351462024.jpg_3982806/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262770%2F17690049059461494149827224208547.jpg_4753914/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262770%2F1769004911688661930523356386251.jpg_4839020/320x231.webp",,,,Red,Not present,―,,―,,,,3,,,,,,,2026-01-22,12:00,Timed Auction,No,[100],100
Seized Vehicle Auction,20,Wilsons Auctions,Renault Megane D-Que TT DCI FAP,WU60ZHY,Renault,Megane D-Que,D-Que TT DCI FAP,109,Convertible,Diesel,Manual,Wilsons Auctions Stoke,2026-01-21,12:00,01/09/2010,2010,,Not Warranted,,31-10-2026,No,Margin,REPOSSESSION NO RESERVE,,1.9,,,"https://assets.wilsonsauctions.com///lots_asset-262739%2F17689928103488197684165398273227.jpg_7957104/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262739%2F17689928265521512979068668014576.jpg_7132688/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262739%2F17689928361717918448449926170067.jpg_7352346/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262739%2F17689928451358320750724328216692.jpg_7730711/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262739%2F17689928540579050061218380451454.jpg_4186964/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262739%2F17689929212464734606353075121879.jpg_6266021/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262739%2F17689929503057739092987748980324.jpg_5857410/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-262739%2F17689929821115493062123667858677.jpg_3468974/320x231.webp",,,,Black,Not present,―,,―,,,,2,,,,,,,2026-01-22,12:00,Timed Auction,No,[130],130
Seized Vehicle Auction,20,Wilsons Auctions,Fiat Punto Sunroof Special,PE05GCO,Fiat,Punto Sunroof,Sunroof Special,24,Hatchback,Petrol,Manual,Wilsons Auctions Leigh,2026-01-21,12:00,31/08/2005,2005,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.2,,,"https://assets.wilsonsauctions.com///lots_1768905799-PICT0064.jpg_1857985/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905801-PICT0065.jpg_2037494/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905802-PICT0066.jpg_1496049/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905803-PICT0067.jpg_1801992/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905804-PICT0068.jpg_1475944/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905805-PICT0069.jpg_1277021/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905806-PICT0070.jpg_1582911/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905807-PICT0071.jpg_1553981/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905808-PICT0072.jpg_1507615/320x231.webp,https://assets.wilsonsauctions.com///lots_1768905809-PICT0073.jpg_2039721/320x231.webp",,,,Blue,Not present,―,,―,,,,3,,,,,,,2026-01-22,12:00,Timed Auction,No,[0],0
Seized Vehicle Auction,20,Wilsons Auctions,Renault Megane Dynamique DCI 106,YD09KYG,Renault,Megane Dynamique,Dynamique DCI 106,129,Hatchback,Diesel,Manual,Wilsons Auctions Newport,2026-01-21,12:00,21/04/2009,2009,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.5,,,"https://assets.wilsonsauctions.com///lots_asset-247579%2F17670952270005165682089200641041.jpg_4479220/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247579%2F17670952332074340858788503147736.jpg_4438039/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247579%2F17670952399898340607862007434937.jpg_3797979/320x231.webp",,,,Red,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[100],100
Seized Vehicle Auction,20,Wilsons Auctions,BMW 420d Sport Auto,YD63JWV,BMW,420d Sport,Sport Auto,150,Coupe,Diesel,Automatic,Wilsons Auctions Maidstone,2026-01-21,12:00,23/09/2013,2013,,Not Warranted,Here,,No,Margin,REPOSSESSION NO RESERVE,,2.0,,,"https://assets.wilsonsauctions.com///lots_1767867888-PICT0007.jpg_2576222/320x231.webp,https://assets.wilsonsauctions.com///lots_1767867889-PICT0008.jpg_2701565/320x231.webp,https://assets.wilsonsauctions.com///lots_1767867889-PICT0009.jpg_2258955/320x231.webp,https://assets.wilsonsauctions.com///lots_1767867889-PICT0010.jpg_2151683/320x231.webp,https://assets.wilsonsauctions.com///lots_1767867890-PICT0011.jpg_1602360/320x231.webp,https://assets.wilsonsauctions.com///lots_1767867890-PICT0012.jpg_2379300/320x231.webp,https://assets.wilsonsauctions.com///lots_1767867892-PICT0035.jpg_1825583/320x231.webp",,,,Grey,Not present,―,,―,,,,2,,,,,,,2026-01-22,12:00,Timed Auction,No,[1010],1010
Seized Vehicle Auction,20,Wilsons Auctions,Vauxhall Vectra SXI 16V,YE54VNM,Vauxhall,Vectra SXI,SXI 16V,132,Hatchback,Petrol,Manual,Wilsons Auctions Newport,2026-01-21,12:00,01/01/2005,2005,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.8,,,"https://assets.wilsonsauctions.com///lots_asset-246974%2F17665687006416043454049586197027.jpg_4863658/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246974%2F17665687069949159895878680633140.jpg_4183664/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246974%2F17665687134361276111095611996633.jpg_3439353/320x231.webp",,,,Black,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[100],100
Seized Vehicle Auction,20,Wilsons Auctions,Renault Megane Extreme VVT,YF59HBJ,Renault,Megane Extreme,Extreme VVT,101,Hatchback,Petrol,Manual,Wilsons Auctions Newport,2026-01-21,12:00,24/12/2009,2009,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.6,,,"https://assets.wilsonsauctions.com///lots_asset-233195%2F1764755862869297384028599031349.jpg_5271455/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-233195%2F17647558695219148351384078772247.jpg_5289790/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-233195%2F1764755880999274742248217836476.jpg_4671138/320x231.webp",,,,Grey,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[0],0
Seized Vehicle Auction,20,Wilsons Auctions,Audi S3 Quattro,YG02ETZ,Audi,S3 Quattro,Quattro,20,Hatchback,Petrol,Manual,Wilsons Auctions Leigh,2026-01-21,12:00,25/04/2002,2002,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.8,,,"https://assets.wilsonsauctions.com///lots_1767866273-PICT0039.jpg_1509566/320x231.webp,https://assets.wilsonsauctions.com///lots_1767866274-PICT0040.jpg_1290126/320x231.webp,https://assets.wilsonsauctions.com///lots_1767866275-PICT0041.jpg_1438445/320x231.webp,https://assets.wilsonsauctions.com///lots_1767866276-PICT0042.jpg_1383733/320x231.webp,https://assets.wilsonsauctions.com///lots_1767866277-PICT0043.jpg_1215169/320x231.webp,https://assets.wilsonsauctions.com///lots_1767866277-PICT0044.jpg_749324/320x231.webp,https://assets.wilsonsauctions.com///lots_1767866278-PICT0045.jpg_1167118/320x231.webp,https://assets.wilsonsauctions.com///lots_1767866279-PICT0046.jpg_1382736/320x231.webp,https://assets.wilsonsauctions.com///lots_1767866280-PICT0047.jpg_1950493/320x231.webp,https://assets.wilsonsauctions.com///lots_1767866281-PICT0048.jpg_1146674/320x231.webp,https://assets.wilsonsauctions.com///lots_1767866282-PICT0049.jpg_1925717/320x231.webp,https://assets.wilsonsauctions.com///lots_1767866283-PICT0050.jpg_2016518/320x231.webp,https://assets.wilsonsauctions.com///lots_1767866284-PICT0051.jpg_1781006/320x231.webp",,,,Green,Not present,―,,―,,,,3,,,,,,,2026-01-22,12:00,Timed Auction,No,[0],0
Seized Vehicle Auction,20,Wilsons Auctions,Mazda 3 TS2,YG57PFF,Mazda,3 TS2,TS2,19,Hatchback,Petrol,Manual,Wilsons Auctions West Bromwich,2026-01-21,12:00,29/09/2007,2007,,Not Warranted,,27-04-2026,No,Margin,REPOSSESSION NO RESERVE,4,1.6,,,"https://assets.wilsonsauctions.com///lots_1768831906-17688318914517071447028721983659.jpg_3191393/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831915-17688319065386694164524190851483.jpg_3667049/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831933-17688319206433503556376146782319.jpg_3757246/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831947-17688319320861155166171762184922.jpg_3524342/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831961-17688319523316167796508449009681.jpg_3065937/320x231.webp,https://assets.wilsonsauctions.com///lots_1768831978-17688319661906910595986178870897.jpg_2399519/320x231.webp,https://assets.wilsonsauctions.com///lots_1768832004-17688319952052370583595042473529.jpg_2447062/320x231.webp,https://assets.wilsonsauctions.com///lots_1768832016-1768832005128286377708975368310.jpg_2709767/320x231.webp,https://assets.wilsonsauctions.com///lots_1768832027-17688320186046058177669150113526.jpg_2493517/320x231.webp,https://assets.wilsonsauctions.com///lots_1768832034-17688320273093264216779493526009.jpg_3474043/320x231.webp",,,,Silver,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[170],170
Seized Vehicle Auction,20,Wilsons Auctions,Renault Megane Dynamique Tomtom DCI SA,YG61LXV,Renault,Megane Dynamique,Dynamique Tomtom DCI SA,114,Hatchback,Diesel,Semi Automatic,Wilsons Auctions Stoke,2026-01-21,12:00,27/09/2011,2011,,Not Warranted,Here,23-01-2026,No,Margin,REPOSSESSION NO RESERVE,,1.5,,,"https://assets.wilsonsauctions.com///lots_asset-248038%2F17673623813314886498638487156451.jpg_6908651/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248038%2F17673623929641965576378363373036.jpg_6062526/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248038%2F1767362401496732659609091519592.jpg_6431881/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248038%2F17673624096741729286184217793375.jpg_7110916/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248038%2F17673624199665836764984358790813.jpg_5326337/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248038%2F17673624293112326408399551631160.jpg_6649494/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248038%2F17673624834826772433848465813888.jpg_7237999/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-248038%2F17673625126477131626355649867385.jpg_3291017/320x231.webp",,,,Red,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[310],310
Seized Vehicle Auction,20,Wilsons Auctions,Ford Transit Connect T200 L SWB P/V,YJ04WRV,Ford,Transit Connect,Connect T200 L SWB P,92,Panel van,Diesel,Manual,Wilsons Auctions Leigh,2026-01-21,12:00,26/03/2004,2004,,Not Warranted,,,No,Standard Rate,REPOSSESSION NO RESERVE,,1.8,,,"https://assets.wilsonsauctions.com///lots_1768990401-PICT0158.jpg_1743016/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990402-PICT0159.jpg_1821276/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990404-PICT0160.jpg_1703285/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990405-PICT0161.jpg_1719509/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990406-PICT0162.jpg_1315208/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990407-PICT0163.jpg_1605487/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990408-PICT0164.jpg_1554199/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990409-PICT0165.jpg_1487946/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990410-PICT0166.jpg_1678276/320x231.webp",,,,White,Not present,―,,―,,,,,,,,,,,2026-01-22,12:00,Timed Auction,No,[0],0
Seized Vehicle Auction,20,Wilsons Auctions,Renault Megane Scenic Dynamique+,YJ51LBD,Renault,Megane Scenic,Scenic Dynamique+,91,Hatchback,Petrol,Manual,Wilsons Auctions Leigh,2026-01-21,12:00,06/02/2002,2002,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.6,,,"https://assets.wilsonsauctions.com///lots_1768990438-PICT0139.jpg_2063687/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990440-PICT0140.jpg_2225136/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990441-PICT0141.jpg_1903473/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990442-PICT0142.jpg_2267923/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990443-PICT0143.jpg_1524502/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990444-PICT0144.jpg_1447100/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990445-PICT0145.jpg_1629272/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990446-PICT0146.jpg_1709043/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990447-PICT0147.jpg_1311707/320x231.webp,https://assets.wilsonsauctions.com///lots_1768990448-PICT0148.jpg_1953986/320x231.webp",,,,Grey,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[0],0
Seized Vehicle Auction,20,Wilsons Auctions,BMW 116d Efficientdynamics,YK64CNU,BMW,116d Efficientdynamics,Efficientdynamics,106,Hatchback,Diesel,Manual,Wilsons Auctions Glasgow,2026-01-21,12:00,26/09/2014,2014,,Not Warranted,,27-11-2026,No,Margin,,,1.6,,,"https://assets.wilsonsauctions.com///lots_asset-249587%2F20260114_114842%5B1%5D.jpg_3785959/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249587%2F20260114_114833%5B1%5D.jpg_3050929/320x231.webp",,,,Black,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[0],0
Seized Vehicle Auction,20,Wilsons Auctions,Honda Jazz SE CVT,YP53OUF,Honda,Jazz SE,SE CVT,145,Hatchback,Petrol,,Wilsons Auctions Maidstone,2026-01-21,12:00,29/09/2003,2003,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,1.3,,,"https://assets.wilsonsauctions.com///lots_1768557016-PICT0000.jpg_2413148/320x231.webp,https://assets.wilsonsauctions.com///lots_1768557017-PICT0001.jpg_1813673/320x231.webp,https://assets.wilsonsauctions.com///lots_1768557017-PICT0002.jpg_1796637/320x231.webp,https://assets.wilsonsauctions.com///lots_1768557018-PICT0003.jpg_1538408/320x231.webp,https://assets.wilsonsauctions.com///lots_1768557018-PICT0004.jpg_2252331/320x231.webp,https://assets.wilsonsauctions.com///lots_1768557018-PICT0005.jpg_2101535/320x231.webp,https://assets.wilsonsauctions.com///lots_1768557019-PICT0006.jpg_1907500/320x231.webp,https://assets.wilsonsauctions.com///lots_1768557019-PICT0007.jpg_1260947/320x231.webp,https://assets.wilsonsauctions.com///lots_1768557020-PICT0008.jpg_2181659/320x231.webp,https://assets.wilsonsauctions.com///lots_1768557020-PICT0009.jpg_944894/320x231.webp,https://assets.wilsonsauctions.com///lots_1768557021-PICT0010.jpg_2799102/320x231.webp,https://assets.wilsonsauctions.com///lots_1768557021-PICT0011.jpg_1973771/320x231.webp",,,,Black,Not present,―,,―,,,,5,,,,,,,2026-01-22,12:00,Timed Auction,No,[100],100
Seized Vehicle Auction,20,Wilsons Auctions,BMW 120d M Sport,YR09PZN,BMW,120d M,M Sport,21,Coupe,Diesel,Manual,Wilsons Auctions Leigh,2026-01-21,12:00,31/03/2009,2009,,Not Warranted,,,No,Margin,REPOSSESSION NO RESERVE,,2.0,,,"https://assets.wilsonsauctions.com///lots_1768906006-PICT0095.jpg_1979757/320x231.webp,https://assets.wilsonsauctions.com///lots_1768906008-PICT0096.jpg_2066823/320x231.webp,https://assets.wilsonsauctions.com///lots_1768906009-PICT0097.jpg_1802052/320x231.webp,https://assets.wilsonsauctions.com///lots_1768906011-PICT0098.jpg_1741358/320x231.webp,https://assets.wilsonsauctions.com///lots_1768906012-PICT0099.jpg_1542362/320x231.webp,https://assets.wilsonsauctions.com///lots_1768906013-PICT0100.jpg_1704085/320x231.webp,https://assets.wilsonsauctions.com///lots_1768906014-PICT0101.jpg_1679580/320x231.webp,https://assets.wilsonsauctions.com///lots_1768906015-PICT0102.jpg_1771839/320x231.webp,https://assets.wilsonsauctions.com///lots_1768906016-PICT0103.jpg_1482787/320x231.webp",,,,Silver,Not present,―,,―,,,,2,,,,,,,2026-01-22,12:00,Timed Auction,No,[0],0
