Auction Name,Sheet id,Auction House,Title,Reg,Make,Model,Variant,Lot,Body type,Fuel Type,Transmission,Center,Start Date,Start Time,D.O.R,Year,Mileage,Mileage Warranted,V5,MOT Expiry Date,Service History,VAT Status,Vendor,Former Keepers,CC,Service Notes,Inspection Report,Images,Damaged_images,Damage_details,Additional Information,Colour,Keys,CAP Clean,CAP Below,CAP Average,Features,General Condition,Grade,Doors,Seats,MOT Due,Euro Status,No of services,Last service mileage,Tyres Condition,Auction Type,Non Runner
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Nissan Juke DiG-T N-Connecta S-A,SJ25HBK,Nissan,Juke DiG-T,DiG-T N-Connecta S-A,1058,Hatchback,Petrol,Semi Automatic,Wilsons Auctions Oxford,2025-12-18,14:00,27/06/2025,2025,5666,Correct,Here,,No,Margin,,,1.0,,,"https://assets.wilsonsauctions.com///lots_asset-254708%2FGeneralImages-5_17682272428776004715143993254245.jpg_84036/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254708%2FGeneralImages-0_17682270099304893198209253149380.jpg_111155/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254708%2FGeneralImages-1_17682270234653656800219708658410.jpg_89918/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254708%2FGeneralImages-2_17682271483377208174793794756187.jpg_87147/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254708%2FGeneralImages-3_17682271556009034840056081037012.jpg_42984/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254708%2FGeneralImages-4_17682271623067309796050680677402.jpg_69798/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254708%2FGeneralImages-6_17682272504412126333619285809793.jpg_68491/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254708%2FGeneralImages-7_17682272569314193856343710004435.jpg_103623/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254708%2FDamageImages-0_17682270415415598630510114046726.jpg_116119/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254708%2FDamageImages-1_1768227319270552280289736482771.jpg_54872/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254708%2FDamageImages-2_17682273380218059001874939727015.jpg_78452/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254708%2FDamageImages-3_17682273506128020767001064632110.jpg_68191/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254708%2FDamageImages-4_1768227366404922207449367542404.jpg_72386/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254708%2FDamageImages-5_17682273805094350516939718313670.jpg_86750/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254708%2FDamageImages-6_1768227408763525026366344842227.jpg_91507/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254708%2FDamageImages-7_17682274227808562577045160329300.jpg_60903/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254708%2FDamageImages-8_17682274670775270476896296268230.jpg_91019/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-254708%2FDamageImages-9_17682275170408539359315500875044.jpg_71347/320x231.webp",,,,Yellow,Present,"£16,450",,"£15,125",,,,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Hyundai Tucson TGDi SE Connect 2WD,SM72HFY,Hyundai,Tucson TGDi,TGDi SE Connect 2WD,1060,Estate,Petrol,Manual,Wilsons Auctions Oxford,2025-12-18,14:00,29/11/2022,2022,17919,Correct,Buyer To Apply,,Yes,Margin,,,1.6,,,"https://assets.wilsonsauctions.com///lots_asset-258636%2FGeneralImages-0_17688317575965985585866674315416.jpg_125019/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258636%2FGeneralImages-0_17688319008362084698642357500980.jpg_84013/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258636%2FGeneralImages-1_17688319166162128429585482186400.jpg_77325/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258636%2FGeneralImages-1_17688317734721333211887378239256.jpg_108365/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258636%2FGeneralImages-2_17688317838115361594660199793369.jpg_93410/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258636%2FGeneralImages-3_17688317952844752593044081736171.jpg_106391/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258636%2FGeneralImages-4_17688318075937229392329914261275.jpg_91632/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258636%2FGeneralImages-5_17688318181075738454671021245213.jpg_99664/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258636%2FGeneralImages-6_17688318410005912155211520767500.jpg_58982/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258636%2FGeneralImages-7_17688318598568342976733172682346.jpg_65166/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258636%2FGeneralImages-8_17688318688576758020046157138596.jpg_97980/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258636%2FDamageImages-0_17688319520602659698505653105898.jpg_91561/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258636%2FDamageImages-1_17688320179095781990843391452054.jpg_71330/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258636%2FDamageImages-2_17688320943062811535278670040000.jpg_104335/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-258636%2FDamageImages-3_17688321561025373264209978586149.jpg_76630/320x231.webp",,,,Grey,Present,"£15,550",,"£14,225",,,2,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Vauxhall Grandland Turbo Ultimate,SR73DXG,Vauxhall,Grandland Turbo,Turbo Ultimate,1024,Hatchback,Petrol,Manual,Wilsons Auctions Oxford,2025-12-18,14:00,31/01/2024,2024,30088,Correct,Here,,No,Margin,,,1.2,,,"https://assets.wilsonsauctions.com///lots_asset-247408%2FGeneralImages-4_17684754697195961420690590878500.jpg_85827/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247408%2FGeneralImages-0_17684750509255227153125691257451.jpg_66027/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247408%2FGeneralImages-1_17684753268777338801376977192156.jpg_63348/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247408%2FGeneralImages-2_17684753347957762128280618468005.jpg_62361/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247408%2FGeneralImages-3_17684753401842385235032630309214.jpg_64549/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247408%2FGeneralImages-5_17684754766206505628890605549722.jpg_73620/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247408%2FGeneralImages-6_17684754852997937358795347309643.jpg_88932/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247408%2FDamageImages-0_17684751454326899312733850718148.jpg_88088/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247408%2FDamageImages-1_17684753679503627015912268757886.jpg_84903/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247408%2FDamageImages-2_17684755672154978165612807201994.jpg_63037/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247408%2FDamageImages-3_17684756205782344228885193237821.jpg_96612/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247408%2FDamageImages-4_17684756401807708351717104447066.jpg_57061/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247408%2FDamageImages-5_17684756830336691952701417940669.jpg_51911/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247408%2FDamageImages-6_17684757057944158371909264507725.jpg_79570/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247408%2FDamageImages-7_17684757445166022827487409497956.jpg_38973/320x231.webp",,,,White,Present,"£14,200",,"£12,875",,,,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Mazda Cx-30 e-Skyactiv G MHEV [140] Prime-Line,SV25EUO,Mazda,Cx-30 e-Skyactiv,e-Skyactiv G MHEV [140] Prime-Line,1016,Hatchback,Petrol,Manual,Wilsons Auctions Oxford,2025-12-18,14:00,22/08/2025,2025,1287,Correct,Buyer To Apply,,No,Margin,,,2.5,,,"https://assets.wilsonsauctions.com///lots_asset-257046%2FGeneralImages-0_17684907353198393597841154573317.jpg_89390/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257046%2FGeneralImages-0_17684909177924461177328050416426.jpg_78255/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257046%2FGeneralImages-1_17684909350146215553359837867638.jpg_79610/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257046%2FGeneralImages-1_17684907473484601393921028269827.jpg_74770/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257046%2FGeneralImages-2_1768490758531630420591324581070.jpg_91238/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257046%2FGeneralImages-3_17684907722637855685677738672026.jpg_92335/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257046%2FGeneralImages-4_17684908184053960770840907503969.jpg_102364/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257046%2FGeneralImages-5_17684908318793458154322070938894.jpg_74711/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257046%2FGeneralImages-6_17684908671264028272897254424984.jpg_80753/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257046%2FGeneralImages-7_17684908962198186872247241500.jpg_39240/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257046%2FGeneralImages-8_176849090394357881168121575119.jpg_52353/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257046%2FDamageImages-0_17684909681856615088165919485557.jpg_47003/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257046%2FDamageImages-1_17684909954189127105933861610591.jpg_38957/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257046%2FDamageImages-2_17684910287771622092026266328088.jpg_74739/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257046%2FDamageImages-3_17684910574788975795777909356952.jpg_86431/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-257046%2FDamageImages-4_17684912810971453232109893083710.jpg_58779/320x231.webp",,,,White,Present,"£16,650",,"£15,275",,,,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Audi Q2 35 TFSI S Line S-A,TU22RNS,Audi,Q2 35,35 TFSI S Line S-A,1073,Estate,Petrol,Semi Automatic,Wilsons Auctions Oxford,2025-12-18,14:00,02/09/2022,2022,37945,Correct,To follow,,Yes,Margin,,,1.5,,,"https://assets.wilsonsauctions.com///lots_asset-234283%2FGeneralImages-0_17689248996223351731791814226335.jpg_111895/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-234283%2FGeneralImages-1_1768924911600309103260907012106.jpg_86394/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-234283%2FGeneralImages-2_17689249212454040072885426773353.jpg_89973/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-234283%2FGeneralImages-3_17689249329462403105588533621713.jpg_94684/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-234283%2FGeneralImages-4_17689249511611859487716210707676.jpg_88058/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-234283%2FGeneralImages-5_17689249601488977884450333382740.jpg_88111/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-234283%2FGeneralImages-6_17689249818162828499423997051029.jpg_91438/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-234283%2FGeneralImages-7_176892499471222427003172880750.jpg_62081/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-234283%2FDamageImages-0_1768925053552650429812628708625.jpg_77376/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-234283%2FDamageImages-1_17689250799856592753034909315285.jpg_70720/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-234283%2FDamageImages-2_17689251092028693559367327225914.jpg_82232/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-234283%2FDamageImages-3_17689251525658875217571398826838.jpg_64659/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-234283%2FDamageImages-4_17689251893335378121914873841752.jpg_74007/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-234283%2FDamageImages-5_17689252236932869938720366140216.jpg_63098/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-234283%2FDamageImages-6_17689252614665131686832066637044.jpg_43424/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-234283%2FDamageImages-7_17689253066287478946625217181159.jpg_55254/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-234283%2FDamageImages-8_17689253410961521025822833335896.jpg_108663/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-234283%2FDamageImages-9_17689253822637263933588555222926.jpg_54286/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-234283%2FDamageImages-10_17689254283401737622942359969480.jpg_88635/320x231.webp",,,,Black,Present,"£18,050",,"£16,850",,,,,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,BMW X1 xDrive 20i xLine Auto,VO21MZX,BMW,X1 xDrive,xDrive 20i xLine Auto,1056,Estate,Petrol,Automatic,Wilsons Auctions Oxford,2025-12-18,14:00,31/03/2021,2021,100662,Correct,To follow,,Yes,Margin,,,2.0,,,"https://assets.wilsonsauctions.com///lots_asset-261270%2FGeneralImages-3_17690063048722967649174034463214.jpg_123840/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261270%2FGeneralImages-0_17690063861145100433827062094843.jpg_87644/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261270%2FGeneralImages-0_17690062680353247573619319238706.jpg_59380/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261270%2FGeneralImages-1_17690062826466626541243447963814.jpg_83725/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261270%2FGeneralImages-2_17690062899715705008810362695867.jpg_56187/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261270%2FGeneralImages-4_17690063278201886019224256756006.jpg_112127/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261270%2FGeneralImages-5_1769006339871530719636064067261.jpg_105369/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261270%2FGeneralImages-6_17690063534226036624460552272508.jpg_100656/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261270%2FGeneralImages-7_1769006374337998632958314814640.jpg_104770/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261270%2FDamageImages-0_17690067183937404780542200453916.jpg_53512/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261270%2FDamageImages-1_17690067523804321267276835806805.jpg_47138/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261270%2FDamageImages-2_17690067942656575674616417593119.jpg_142110/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261270%2FDamageImages-3_17690068369248739223453000870303.jpg_83399/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261270%2FDamageImages-4_17690068649434831515942039014788.jpg_74298/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261270%2FDamageImages-5_17690069175046851582026618810823.jpg_82483/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261270%2FDamageImages-6_17690069607433447371864481112689.jpg_83356/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261270%2FDamageImages-7_17690069981657951794059333397227.jpg_105964/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261270%2FDamageImages-8_17690070355633065161974804117310.jpg_87162/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261270%2FDamageImages-9_17690070602292106900288829123874.jpg_81157/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261270%2FDamageImages-10_17690071075471005752891757511100.jpg_84826/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261270%2FDamageImages-11_17690071419376099819213773755808.jpg_96208/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-261270%2FDamageImages-12_17690071909507299279843588731278.jpg_60628/320x231.webp",,,,Black,Present,"£12,300",,"£11,125",,,,,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Ford Puma ST Mhev Auto,VO73MTZ,Ford,Puma ST,ST Mhev Auto,2004,Hatchback,Hyb petrol,Automatic,Wilsons Auctions Oxford,2025-12-18,14:00,25/09/2023,2023,19441,Correct,Here,,Yes,VAT Qualifying,FORD CREDIT DIRECT,,1.0,,,"https://assets.wilsonsauctions.com///lots_asset-246503%2FGeneralImages-5_17670009283565996952220513781825.jpg_68898/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246503%2FGeneralImages-0_17670007308378375283150875764483.jpg_105009/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246503%2FGeneralImages-1_17670007378453924255726493561591.jpg_98023/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246503%2FGeneralImages-2_17670008942497212673500080261224.jpg_72266/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246503%2FGeneralImages-3_17670009054457535236257634163716.jpg_72864/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246503%2FGeneralImages-4_17670009154387605348942811194568.jpg_94645/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246503%2FGeneralImages-6_17670009360481957008246117840450.jpg_73561/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246503%2FGeneralImages-7_17670009441442344801657509484399.jpg_109387/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246503%2FDamageImages-0_17670010206605310498890177272514.jpg_62464/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246503%2FDamageImages-1_17670010437481242429981856806252.jpg_72884/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246503%2FDamageImages-2_17670010783259215014739744254146.jpg_111282/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246503%2FDamageImages-3_17670011012402559272798151553950.jpg_69065/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246503%2FDamageImages-4_17670011542049178235612513271451.jpg_94868/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246503%2FDamageImages-5_17670011887155135589303246108464.jpg_108350/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-246503%2FDamageImages-6_17670012238735441296424981084830.jpg_70656/320x231.webp",,,,Azura Blue,Present,"£17,750",,"£16,400",,,2,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Ford Puma St-Line X Mhev,VO73NNU,Ford,Puma St-Line,St-Line X Mhev,2021,Hatchback,Hyb petrol,Manual,Wilsons Auctions Oxford,2025-12-18,14:00,22/09/2023,2023,33407,Correct,Here,,No,VAT Qualifying,FORD CREDIT DIRECT,,1.0,,,"https://assets.wilsonsauctions.com///lots_asset-249880%2FGeneralImages-5_17678679687334247063731958278846.jpg_84762/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249880%2FGeneralImages-0_17678681609751635989487217240105.jpg_65865/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249880%2FGeneralImages-0_17678678345865019083018990268005.jpg_108107/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249880%2FGeneralImages-1_17678678459707867166969356994696.jpg_83609/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249880%2FGeneralImages-2_17678679461445193026474834832092.jpg_51779/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249880%2FGeneralImages-3_17678679534167262951209523051948.jpg_54351/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249880%2FGeneralImages-4_17678679603794406801712115795865.jpg_65266/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249880%2FGeneralImages-6_17678679750894908969227681915318.jpg_55838/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249880%2FGeneralImages-7_17678679812594397738239588178053.jpg_92806/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249880%2FDamageImages-0_17678680571358491821016536655505.jpg_59274/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249880%2FDamageImages-1_17678680725182897446528768761749.jpg_42076/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249880%2FDamageImages-2_17678680975678961014875971635853.jpg_97204/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249880%2FDamageImages-3_17678681246858788630341677874859.jpg_49767/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249880%2FDamageImages-4_17678681515163264209348349141189.jpg_37993/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-249880%2FDamageImages-5_17678682066064225115823194202176.jpg_37821/320x231.webp",,,,Desert Island Blue,Present,"£12,425",,"£11,250",,,2,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Ford Puma ST (Performance Pack),WA73KRJ,Ford,Puma ST,ST (Performance Pack),2055,Hatchback,Petrol,Manual,Wilsons Auctions Oxford,2025-12-18,14:00,20/09/2023,2023,18374,Correct,Here,,Yes,VAT Qualifying,FORD CREDIT DIRECT,,1.5,,,"https://assets.wilsonsauctions.com///lots_asset-247993%2FGeneralImages-5_17677824940464676345945351507453.jpg_100584/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247993%2FGeneralImages-0_17677823381802270760715580509030.jpg_88155/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247993%2FGeneralImages-1_17677823482819202820991858864936.jpg_127915/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247993%2FGeneralImages-2_17677824734214498218373002611845.jpg_52793/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247993%2FGeneralImages-3_17677824786664664144372785676836.jpg_70021/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247993%2FGeneralImages-4_17677824855451641493390854272239.jpg_73147/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247993%2FGeneralImages-6_17677825025741122577904307147472.jpg_52154/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247993%2FGeneralImages-7_176778250937711452638598759108.jpg_107083/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247993%2FDamageImages-0_17677825834805188405144793049393.jpg_65784/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247993%2FDamageImages-1_17677826107942653870134070368646.jpg_97161/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-247993%2FDamageImages-2_17677826232262928364218306561404.jpg_62434/320x231.webp",,,,Azura Blue,Present,"£16,200",,"£14,850",,,,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Jeep Avenger e-Hybrid Summit S-A,WA74OBR,Jeep,Avenger e-Hybrid,e-Hybrid Summit S-A,1005,Hatchback,Hyb petrol,Semi Automatic,Wilsons Auctions Oxford,2025-12-18,14:00,05/09/2024,2024,25008,Correct,Here,,Yes,Margin,,,1.2,,,"https://assets.wilsonsauctions.com///lots_asset-253713%2FGeneralImages-0_17685577327841591914134873607601.jpg_96118/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253713%2FGeneralImages-0_17685578714016001564984416181873.jpg_74654/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253713%2FGeneralImages-1_1768557885656764072103384049239.jpg_94417/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253713%2FGeneralImages-2_17685578972768612677408015163851.jpg_77718/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253713%2FGeneralImages-1_17685577437546686019412583031012.jpg_80691/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253713%2FGeneralImages-2_17685577566003256932187628033950.jpg_102332/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253713%2FGeneralImages-3_17685577673983155907579868927260.jpg_87712/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253713%2FGeneralImages-4_17685577872503509823416870216399.jpg_82635/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253713%2FGeneralImages-5_17685577963551813912378730432122.jpg_64653/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253713%2FGeneralImages-6_17685578287324487315940837778168.jpg_88168/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253713%2FGeneralImages-7_17685578367194688006869295522149.jpg_56951/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253713%2FGeneralImages-8_17685578487712180417109612753616.jpg_86660/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253713%2FDamageImages-0_17685579440086344970715142499125.jpg_108522/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253713%2FDamageImages-1_17685579725052583980379872625951.jpg_87211/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253713%2FDamageImages-2_17685582374684495647475146283791.jpg_46447/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-253713%2FDamageImages-3_17685582831071580561443340497300.jpg_61554/320x231.webp",,,,White,Present,"£17,050",,"£15,875",,,2,5,,,,,,,Online Auction,No
"Main Agent Car, Commercial and ex-Fire Service Equipment Auction",20,Wilsons Auctions,Ford Galaxy FHEV 190 Titanium [Lux Pack] CVT,WF72XSJ,Ford,Galaxy FHEV,FHEV 190 Titanium [Lux Pack] CVT,1054,Mpv,Hyb petrol,,Wilsons Auctions Oxford,2025-12-18,14:00,30/11/2022,2022,73136,Correct,Here,,Yes,Margin,,,2.5,,,"https://assets.wilsonsauctions.com///lots_asset-238763%2FGeneralImages-0_17689192040057727931614799596754.jpg_79388/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-238763%2FGeneralImages-0_17689193319464037536763124197706.jpg_66396/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-238763%2FGeneralImages-1_1768919215347149390390231039209.jpg_102074/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-238763%2FGeneralImages-2_17689192277001352302007884898591.jpg_99359/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-238763%2FGeneralImages-3_17689192414813689492666031424835.jpg_97244/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-238763%2FGeneralImages-4_17689192793487038125906117403783.jpg_88649/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-238763%2FGeneralImages-5_17689192887015653919213845640919.jpg_99657/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-238763%2FGeneralImages-6_17689193034071872956742331086986.jpg_83328/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-238763%2FGeneralImages-7_17689193102336688616514332474835.jpg_73219/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-238763%2FDamageImages-0_17689193729218339932833803514951.jpg_74043/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-238763%2FDamageImages-1_17689194006171322014209724742693.jpg_44182/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-238763%2FDamageImages-2_17689194427686311339810139499952.jpg_84391/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-238763%2FDamageImages-3_17689194787159212653584052128226.jpg_77962/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-238763%2FDamageImages-4_17689195700328363020706627561910.jpg_103366/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-238763%2FDamageImages-5_17689196063661853273795855223305.jpg_104657/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-238763%2FDamageImages-6_17689196392291135665048223178289.jpg_98542/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-238763%2FDamageImages-7_17689196858815330439544400289401.jpg_44045/320x231.webp,https://assets.wilsonsauctions.com///lots_asset-238763%2FDamageImages-8_1768919722925207945789129736927.jpg_44016/320x231.webp",,,,Blue,Present,"£18,600",,"£17,350",,,,5,,,,,,,Online Auction,No
