Auction Name,Sheet id,Auction House,Title,Reg,Make,Model,Variant,Lot,Body type,Fuel Type,Transmission,Center,Start Date,Start Time,D.O.R,Year,Mileage,Mileage Warranted,V5,MOT Expiry Date,Service History,VAT Status,Vendor,Former Keepers,CC,Service Notes,Inspection Report,Images,Damaged_images,Damage_details,Additional Information,Colour,Keys,CAP Clean,CAP Below,CAP Average,Features,General Condition,Grade,Doors,Seats,MOT Due,Euro Status,No of services,Last service mileage,Tyres Condition
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,LDV MAXUS 3.5 CDI 120PS,MX56OBS,LDV,MAXUS,3.5 CDI 120PS,45,Minibus,Diesel,MANUAL,Doncaster,2026-01-22,10:00:00,2006-12-03,2006,83006,Not Warranted,Here,05/08/2026,,Plus VAT,,2,2.5,*WARNING LIGHT ON DASH* 11 SEATS + DRIVER,https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10666.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/MX56OBS/e01.jpg?98dc40dc926b935edbdccd5d55f52808,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/MX56OBS/e02.jpg?98dc40dc926b935edbdccd5d55f52808,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/MX56OBS/e03.jpg?98dc40dc926b935edbdccd5d55f52808,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/MX56OBS/e04.jpg?98dc40dc926b935edbdccd5d55f52808","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/MX56OBS/e01.jpg?98dc40dc926b935edbdccd5d55f52808,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/MX56OBS/e02.jpg?98dc40dc926b935edbdccd5d55f52808,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/MX56OBS/e03.jpg?98dc40dc926b935edbdccd5d55f52808,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/MX56OBS/e04.jpg?98dc40dc926b935edbdccd5d55f52808",,"{'Additional Information': {'Length': '5.67m', 'Width': '1.99m', 'Height': '2.57m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,VAUXHALL MOVANO R3500 2.3 CDTI 145PS,NA67KJN,VAUXHALL,MOVANO,R3500 2.3 CDTI 145PS,4,Tipper L3,Diesel,MANUAL,Bedford,2026-01-22,10:00:00,2018-01-16,2018,,Not Showing,Here,30/10/2026,,Plus VAT,DIRECT LOCAL COUNCIL,,2.3,"*NON-RUNNER, DOES NOT POWER UP, DOES NOT CRANK* *WARNING LIGHTS ON DASH* TOW BAR, E/MIRRORS, *DISPLAY SHOWED 44,213 MILES ON ARRIVAL*",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/9984.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NA67KJN/e01.jpg?fc9e6f13923fd77623e7d8232e2ab377,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NA67KJN/e02.jpg?fc9e6f13923fd77623e7d8232e2ab377,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NA67KJN/e03.jpg?fc9e6f13923fd77623e7d8232e2ab377,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NA67KJN/e04.jpg?fc9e6f13923fd77623e7d8232e2ab377","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NA67KJN/e01.jpg?fc9e6f13923fd77623e7d8232e2ab377,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NA67KJN/e02.jpg?fc9e6f13923fd77623e7d8232e2ab377,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NA67KJN/e03.jpg?fc9e6f13923fd77623e7d8232e2ab377,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NA67KJN/e04.jpg?fc9e6f13923fd77623e7d8232e2ab377",,"{'Additional Information': {'Length': '6.84m', 'Width': '2.47m', 'Height': '2.37m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,VAUXHALL COMBO 2300 1.3 CDTI 95PS,NA67KKC,VAUXHALL,COMBO,2300 1.3 CDTI 95PS,247,Crew Van L1,Diesel,MANUAL,Bedford,2026-01-22,10:00:00,2017-12-01,2017,88351,Warranted,Here,22/11/2026,,Plus VAT,DIRECT LOCAL COUNCIL,,1.2,"*WARNING LIGHT ON DASH* TWIN LOADING DOORS, E/MIRRORS",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/9983.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NA67KKC/e01.jpg?e4d3066d2e6492433aec7365460cf95f,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NA67KKC/e02.jpg?e4d3066d2e6492433aec7365460cf95f,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NA67KKC/e03.jpg?e4d3066d2e6492433aec7365460cf95f,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NA67KKC/e04.jpg?e4d3066d2e6492433aec7365460cf95f","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NA67KKC/e01.jpg?e4d3066d2e6492433aec7365460cf95f,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NA67KKC/e02.jpg?e4d3066d2e6492433aec7365460cf95f,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NA67KKC/e03.jpg?e4d3066d2e6492433aec7365460cf95f,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NA67KKC/e04.jpg?e4d3066d2e6492433aec7365460cf95f",,"{'Additional Information': {'Length': '4.39m', 'Width': '2.12m', 'Height': '1.85m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Ford Transit 350 2.0 TDCi 130ps,NK68PYU,Ford,Transit,350 2.0 TDCi 130ps,147,Tipper,Diesel,MANUAL,Doncaster,2026-01-22,10:00:00,2018-12-31,2018,90893,Warranted,Here,Expired,,Plus VAT,DIRECT FINANCE & LEASING COMPANY,,2.0,*WARNING LIGHT ON DASH* AD-BLUE,https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/7182.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NK68PYU/e01.jpg?bc840f9545ce44d86295d591f9fddd9c,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NK68PYU/e02.jpg?bc840f9545ce44d86295d591f9fddd9c,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NK68PYU/e03.jpg?bc840f9545ce44d86295d591f9fddd9c,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NK68PYU/e04.jpg?bc840f9545ce44d86295d591f9fddd9c","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NK68PYU/e01.jpg?bc840f9545ce44d86295d591f9fddd9c,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NK68PYU/e02.jpg?bc840f9545ce44d86295d591f9fddd9c,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NK68PYU/e03.jpg?bc840f9545ce44d86295d591f9fddd9c,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NK68PYU/e04.jpg?bc840f9545ce44d86295d591f9fddd9c",,"{'Additional Information': {'Length': '5.57m', 'Width': '2.47m', 'Height': '2.21m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,FIAT DOBLO 1.6 MULTIJET 16V II,NU21OCZ,FIAT,DOBLO,1.6 MULTIJET 16V II,7,Milk Float,Diesel,MANUAL,Doncaster,2026-01-22,10:00:00,2021-04-14,2021,,Not Showing,Here,13/04/2026,,Plus VAT,DIRECT HOLMAN FLEET MANAGED BY XBG - EXTRA £150 CHARGE,,1.6,"*NON-RUNNER - WONT TURN OVER, SUSPECTED ENGINE FAILURE, MOT SHOWS 88,091 MILES 19/03/2025*  AD-BLUE",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/9493.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NU21OCZ/e01.jpg?5c1455a40ae5d012b6c46a8f5fbcd157,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NU21OCZ/e02.jpg?5c1455a40ae5d012b6c46a8f5fbcd157,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NU21OCZ/e03.jpg?5c1455a40ae5d012b6c46a8f5fbcd157,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NU21OCZ/e04.jpg?5c1455a40ae5d012b6c46a8f5fbcd157","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NU21OCZ/e01.jpg?5c1455a40ae5d012b6c46a8f5fbcd157,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NU21OCZ/e02.jpg?5c1455a40ae5d012b6c46a8f5fbcd157,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NU21OCZ/e03.jpg?5c1455a40ae5d012b6c46a8f5fbcd157,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NU21OCZ/e04.jpg?5c1455a40ae5d012b6c46a8f5fbcd157",,"{'Additional Information': {'Length': '4.98m', 'Width': '1.87m', 'Height': '2.05m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,SAIC V80 2.5 L2H1,NX69SWU,SAIC,V80,2.5 L2H1,199,Dropside,Diesel,MANUAL,Doncaster,2026-01-22,10:00:00,2020-02-13,2020,101102,Warranted,TBC,21/08/2026,,Plus VAT,DIRECT FROM MERCEDES-BENZ,1,2.5,E/MIRRORS,https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10277.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NX69SWU/e01.jpg?692ea6c05071ed7a3ff22176f35f23b5,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NX69SWU/e02.jpg?692ea6c05071ed7a3ff22176f35f23b5,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NX69SWU/e03.jpg?692ea6c05071ed7a3ff22176f35f23b5,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NX69SWU/e04.jpg?692ea6c05071ed7a3ff22176f35f23b5","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NX69SWU/e01.jpg?692ea6c05071ed7a3ff22176f35f23b5,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NX69SWU/e02.jpg?692ea6c05071ed7a3ff22176f35f23b5,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NX69SWU/e03.jpg?692ea6c05071ed7a3ff22176f35f23b5,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/NX69SWU/e04.jpg?692ea6c05071ed7a3ff22176f35f23b5",,"{'Additional Information': {'Length': '6.00m', 'Width': '2.10m', 'Height': '2.21m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Land Rover Discovery 2.0 SD4 240PS HSE LUXURY,OY69UCX,Land Rover,Discovery,2.0 SD4 240PS HSE LUXURY,84,SUV,Diesel,AUTOMATIC,Livingston,2026-01-22,10:00:00,2019-09-03,2019,38911,Not Warranted,Buyer To Apply,Expired,,Margin,DIRECT FINANCE COMPANY,1,2.0,"*WARNING LIGHTS ON DASH* REAR MOUNTED SCREENS, MERIDIAN HIFI",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/9860.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/OY69UCX/e01.jpg?564a061bd86d041ddea8aee0f3be4800,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/OY69UCX/e02.jpg?564a061bd86d041ddea8aee0f3be4800,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/OY69UCX/e03.jpg?564a061bd86d041ddea8aee0f3be4800,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/OY69UCX/e04.jpg?564a061bd86d041ddea8aee0f3be4800","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/OY69UCX/e01.jpg?564a061bd86d041ddea8aee0f3be4800,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/OY69UCX/e02.jpg?564a061bd86d041ddea8aee0f3be4800,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/OY69UCX/e03.jpg?564a061bd86d041ddea8aee0f3be4800,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/OY69UCX/e04.jpg?564a061bd86d041ddea8aee0f3be4800",,"{'Additional Information': {'Length': '4.96m', 'Width': '2.00m', 'Height': '1.89m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Fiat Ducato 2.3 Multijet 130PS,PE19HLN,Fiat,Ducato,2.3 Multijet 130PS,245,Dropside LWB,Diesel,MANUAL,Bedford,2026-01-22,10:00:00,2019-04-10,2019,115434,Warranted,Here,17/04/2026,,Plus VAT,DIRECT PLANT HIRE COMPANY,1,2.3,*NO 5TH GEAR* E/MIRRORS,https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10310.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PE19HLN/e01.jpg?6704807def4c1633d18892f2d9c5f4bd,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PE19HLN/e02.jpg?6704807def4c1633d18892f2d9c5f4bd,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PE19HLN/e03.jpg?6704807def4c1633d18892f2d9c5f4bd,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PE19HLN/e04.jpg?6704807def4c1633d18892f2d9c5f4bd","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PE19HLN/e01.jpg?6704807def4c1633d18892f2d9c5f4bd,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PE19HLN/e02.jpg?6704807def4c1633d18892f2d9c5f4bd,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PE19HLN/e03.jpg?6704807def4c1633d18892f2d9c5f4bd,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PE19HLN/e04.jpg?6704807def4c1633d18892f2d9c5f4bd",,"{'Additional Information': {'Length': '5.71m', 'Width': '2.05m', 'Height': '2.25m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Iveco Daily 35-140,PF67WZY,Iveco,Daily,35-140,24,Dropside,Diesel,MANUAL,Bedford,2026-01-22,10:00:00,2018-02-21,2018,167659,Warranted,Here,13/03/2026,,Plus VAT,DIRECT PLANT HIRE COMPANY,,2.3,"*NON-RUNNER, POWERS UP DOES NOT CRANK, ENGINE REQUIRES ATTN* 3450WB",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10244.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PF67WZY/e01.jpg?a3ca9b02fed6fd29f3dcb2cc44fd08d4,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PF67WZY/e02.jpg?a3ca9b02fed6fd29f3dcb2cc44fd08d4,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PF67WZY/e03.jpg?a3ca9b02fed6fd29f3dcb2cc44fd08d4,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PF67WZY/e04.jpg?a3ca9b02fed6fd29f3dcb2cc44fd08d4","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PF67WZY/e01.jpg?a3ca9b02fed6fd29f3dcb2cc44fd08d4,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PF67WZY/e02.jpg?a3ca9b02fed6fd29f3dcb2cc44fd08d4,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PF67WZY/e03.jpg?a3ca9b02fed6fd29f3dcb2cc44fd08d4,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PF67WZY/e04.jpg?a3ca9b02fed6fd29f3dcb2cc44fd08d4",,"{'Additional Information': {'Length': '5.91m', 'Width': '2.01m', 'Height': '2.20m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Fiat Doblo 1.6 Multijet II16V,PJ71NLA,Fiat,Doblo,1.6 Multijet II16V,17,Milk float,Diesel,MANUAL,Doncaster,2026-01-22,10:00:00,2021-12-30,2021,104117,Warranted,To Follow,Expired,,Plus VAT,DIRECT HOLMAN FLEET MANAGED BY XBG - EXTRA £150 CHARGE,,1.6,"*NON-RUNNER, ENGINE FAILURE* AD-BLUE",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10303.pdf,"https://eu.cdn.autosonshow.tv/1319/autocapture/PJ71NLA/01.jpg?1574d2bf0314432f29b53c557ae26c94,https://eu.cdn.autosonshow.tv/1319/autocapture/PJ71NLA/e01.jpg?1574d2bf0314432f29b53c557ae26c94,https://eu.cdn.autosonshow.tv/1319/autocapture/PJ71NLA/e02.jpg?1574d2bf0314432f29b53c557ae26c94,https://eu.cdn.autosonshow.tv/1319/autocapture/PJ71NLA/e03.jpg?1574d2bf0314432f29b53c557ae26c94","https://eu.cdn.autosonshow.tv/1319/autocapture/PJ71NLA/01.jpg?1574d2bf0314432f29b53c557ae26c94,https://eu.cdn.autosonshow.tv/1319/autocapture/PJ71NLA/e01.jpg?1574d2bf0314432f29b53c557ae26c94,https://eu.cdn.autosonshow.tv/1319/autocapture/PJ71NLA/e02.jpg?1574d2bf0314432f29b53c557ae26c94,https://eu.cdn.autosonshow.tv/1319/autocapture/PJ71NLA/e03.jpg?1574d2bf0314432f29b53c557ae26c94",,"{'Additional Information': {'Length': '4.98m', 'Width': '1.87m', 'Height': '2.05m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Fiat Doblo Work Up 1.6 MULTIJET 16V II,PJ71NLM,Fiat,Doblo Work Up,1.6 MULTIJET 16V II,11,MILK FLOAT,Diesel,MANUAL,Doncaster,2026-01-22,10:00:00,2021-12-30,2021,72183,Warranted,Here,Expired,,Plus VAT,DIRECT HOLMAN FLEET MANAGED BY XBG - EXTRA £150 CHARGE,,1.6,"*NON-RUNNER, ENGINE PARTS STRIPPED, OS FRONT DOOR GLASS MISSING, INTERIOR PANELS STRIPPED, MOLD* AD-BLUE",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10413.pdf,"https://eu.cdn.autosonshow.tv/1319/autocapture/PJ71NLM/01.jpg?c868493df018b732772af4fe72b90b6b,https://eu.cdn.autosonshow.tv/1319/autocapture/PJ71NLM/e01.jpg?c868493df018b732772af4fe72b90b6b,https://eu.cdn.autosonshow.tv/1319/autocapture/PJ71NLM/e02.jpg?c868493df018b732772af4fe72b90b6b,https://eu.cdn.autosonshow.tv/1319/autocapture/PJ71NLM/e03.jpg?c868493df018b732772af4fe72b90b6b","https://eu.cdn.autosonshow.tv/1319/autocapture/PJ71NLM/01.jpg?c868493df018b732772af4fe72b90b6b,https://eu.cdn.autosonshow.tv/1319/autocapture/PJ71NLM/e01.jpg?c868493df018b732772af4fe72b90b6b,https://eu.cdn.autosonshow.tv/1319/autocapture/PJ71NLM/e02.jpg?c868493df018b732772af4fe72b90b6b,https://eu.cdn.autosonshow.tv/1319/autocapture/PJ71NLM/e03.jpg?c868493df018b732772af4fe72b90b6b",,"{'Additional Information': {'Length': '4.98m', 'Width': '1.87m', 'Height': '2.05m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Fiat Ducato 35 2.3 Multijet 140PS,PK21CKL,Fiat,Ducato,35 2.3 Multijet 140PS,5,Dropside,Diesel,MANUAL,Doncaster,2026-01-22,10:00:00,2021-04-21,2021,93932,Warranted,Here,27/04/2026,,Plus VAT,DIRECT PLANT HIRE COMPANY,,2.3,"*NON-RUNNER, TURNS OVER DOES NOT START, HEAD GASKET REQUIRES REPLACEMENT*  TOW BAR, E/MIRRORS, AD-BLUE",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10034.pdf,"https://eu.cdn.autosonshow.tv/1319/autocapture/PK21CKL/01.jpg?1536e24f9027f811f515cf4c389a3777,https://eu.cdn.autosonshow.tv/1319/autocapture/PK21CKL/e01.jpg?1536e24f9027f811f515cf4c389a3777,https://eu.cdn.autosonshow.tv/1319/autocapture/PK21CKL/e02.jpg?1536e24f9027f811f515cf4c389a3777,https://eu.cdn.autosonshow.tv/1319/autocapture/PK21CKL/e03.jpg?1536e24f9027f811f515cf4c389a3777","https://eu.cdn.autosonshow.tv/1319/autocapture/PK21CKL/01.jpg?1536e24f9027f811f515cf4c389a3777,https://eu.cdn.autosonshow.tv/1319/autocapture/PK21CKL/e01.jpg?1536e24f9027f811f515cf4c389a3777,https://eu.cdn.autosonshow.tv/1319/autocapture/PK21CKL/e02.jpg?1536e24f9027f811f515cf4c389a3777,https://eu.cdn.autosonshow.tv/1319/autocapture/PK21CKL/e03.jpg?1536e24f9027f811f515cf4c389a3777",,"{'Additional Information': {'Length': '5.71m', 'Width': '2.05m', 'Height': '2.25m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,FIAT DUCATO 42 2.3 Multijet II 150PS,PK66ECC,FIAT,DUCATO,42 2.3 Multijet II 150PS,40,Ambulance,Diesel,MANUAL,Doncaster,2026-01-22,10:00:00,2017-01-31,2017,265279,Warranted,Here,09/08/2026,,Plus VAT,"DIRECT NHS - VANS EXTRA £150 CHARGE, HGV & PLANT 15% PREMIUM",,2.3,*DE COMMISSIONED* RAMP AT THE REAR,https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10371.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PK66ECC/e01.jpg?69a05becbbcefe491fee570db05446bf,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PK66ECC/e02.jpg?69a05becbbcefe491fee570db05446bf,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PK66ECC/e03.jpg?69a05becbbcefe491fee570db05446bf,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PK66ECC/e04.jpg?69a05becbbcefe491fee570db05446bf","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PK66ECC/e01.jpg?69a05becbbcefe491fee570db05446bf,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PK66ECC/e02.jpg?69a05becbbcefe491fee570db05446bf,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PK66ECC/e03.jpg?69a05becbbcefe491fee570db05446bf,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PK66ECC/e04.jpg?69a05becbbcefe491fee570db05446bf",,"{'Additional Information': {'Length': '6.36m', 'Width': '', 'Height': '2.78m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Fiat Ducato 2.3,PK71JFO,Fiat,Ducato,2.3,166,Dropside LWB,Diesel,MANUAL,Livingston,2026-01-22,10:00:00,2021-10-26,2021,111435,Warranted,Here,Expired,,Plus VAT,DIRECT PLANT HIRE COMPANY,,2.3,"*WARNING LIGHT ON DASH* TOW BAR, E/MIRRORS, AD BLUE.",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/9779.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PK71JFO/e01.jpg?72b3791fb42267b820422551f805bc64,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PK71JFO/e02.jpg?72b3791fb42267b820422551f805bc64,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PK71JFO/e03.jpg?72b3791fb42267b820422551f805bc64,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PK71JFO/e04.jpg?72b3791fb42267b820422551f805bc64,https://media-player.aos.tv/latest/b953a61250cf93e3b8ff.png,https://media-player.aos.tv/latest/b953a61250cf93e3b8ff.png","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PK71JFO/e03.jpg?72b3791fb42267b820422551f805bc64,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PK71JFO/e04.jpg?72b3791fb42267b820422551f805bc64,https://media-player.aos.tv/latest/b953a61250cf93e3b8ff.png,https://media-player.aos.tv/latest/b953a61250cf93e3b8ff.png",,"{'Additional Information': {'Length': '5.94m', 'Width': '2.05m', 'Height': '2.25m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Fiat Ducato 2.3 MULTIJET 140PS,PN21CXM,Fiat,Ducato,2.3 MULTIJET 140PS,246,Dropside,Diesel,MANUAL,Bedford,2026-01-22,10:00:00,2021-03-01,2021,129908,Warranted,Here,28/02/2026,,Plus VAT,DIRECT PLANT HIRE COMPANY,,2.3,"*BRAKES, CAMBELT & GLOW PLUGS NEED ATTN, WARNING LIGHT ON DASH* E/MIRRORS",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10324.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PN21CXM/e01.jpg?bdeb7381a51d62d07bd8b3e35a314023,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PN21CXM/e02.jpg?bdeb7381a51d62d07bd8b3e35a314023,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PN21CXM/e03.jpg?bdeb7381a51d62d07bd8b3e35a314023,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PN21CXM/e04.jpg?bdeb7381a51d62d07bd8b3e35a314023","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PN21CXM/e01.jpg?bdeb7381a51d62d07bd8b3e35a314023,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PN21CXM/e02.jpg?bdeb7381a51d62d07bd8b3e35a314023,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PN21CXM/e03.jpg?bdeb7381a51d62d07bd8b3e35a314023,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/PN21CXM/e04.jpg?bdeb7381a51d62d07bd8b3e35a314023",,"{'Additional Information': {'Length': '5.71m', 'Width': '2.05m', 'Height': '2.25m', 'Imported': ''}}",,,,,,,,,,,,,,,
